title,page_id,char_count,word_count,sentence_count,syllable_count,complex_word_count,ARI,CLI,FRE,FKG,GFI,LIX,SMOG,section_count,subsection_count,paragraph_count,mean_section_size,mean_paragraph_size,longest_section_size,shortest_section_size,abstract_size,abstract_text_ratio,citation_count,citation_per_text,external_link_count,internal_link_count,link_per_text,image_count,image_per_text,infobox,mean_sentence_size,largest_sentence_size,shortest_sentence_size,question_count,exclamation_count,pronoun_start_count,pronoun_start_count_sentence_ratio,article_age_days,num_edits,num_editors,num_registered_editors,num_anonymous_editors,num_occasional_editors,review_per_day,review_per_user,revert_count,discussion_count,quality
Bill Toomey,299065,522,95,3,130,14,8.6,9.04,72.97,6.9,10.04,37.18,11.9,2,0,4,0.0,131.25,0,0,524,1.003831417624521,4,0.007662835249042145,2,15,0.032567049808429116,0,0.0,1,172.66666666666666,223,123,0,0,1,0.3333333333333333,7620,158,107,96,11,99,0.02073490813648294,1.4766355140186915,5,13,0
Matt Slocum,123535,1556,323,8,355,15,12.0,9.4,75.64,7.9,10.27,39.74,9.5,3,0,11,475.3333333333333,142.36363636363637,1235,191,177,0.11375321336760925,6,0.0038560411311053984,0,38,0.02442159383033419,0,0.0,1,193.5,326,99,0,0,4,0.5,7920,114,84,61,23,78,0.014393939393939395,1.3571428571428572,4,9,0
"John Brown (Vicar of St Mary's, Leicester)",151355,143,30,2,33,2,7.2,8.16,74.35,4.3,5.84,35.93,7.2,1,0,1,0.0,146.0,0,0,143,1.0,2,0.013986013986013986,0,3,0.02097902097902098,0,0.0,0,71.0,78,64,0,0,1,0.5,7886,28,26,26,0,26,0.003550595992898808,1.0769230769230769,0,7,0
Recorder warning tone,41633,534,96,3,136,8,12.6,10.28,56.29,11.2,11.47,54.48,11.2,2,0,2,0.0,268.5,0,0,535,1.0018726591760299,0,0.0,0,0,0.0,0,0.0,0,177.33333333333334,260,52,0,0,0,0.0,8158,24,20,17,3,19,0.0029418975239029173,1.2,2,4,0
"Time, Illinois",111808,4173,831,37,1036,75,6.7,7.87,77.23,5.2,7.01,35.56,9.2,5,1,15,837.2,279.53333333333336,1856,178,100,0.023963575365444523,8,0.001917086029235562,0,22,0.005271986580397795,0,0.0,1,111.78378378378379,447,28,0,0,2,0.05405405405405406,7923,89,55,50,5,48,0.01123311876814338,1.6181818181818182,2,6,0
Nikolai Kardashev,274590,5301,948,23,1383,164,17.3,13.81,37.54,14.3,14.92,56.5,16.0,10,0,15,510.5,355.2,1423,63,358,0.06753442746651575,20,0.003772873042822109,0,34,0.006413884172797585,0,0.0,1,229.52173913043478,1591,13,0,0,8,0.34782608695652173,7647,224,146,119,27,135,0.029292533019484764,1.5342465753424657,4,21,0
Haji Gilani,206703,460,80,3,111,6,12.5,12.36,61.16,9.3,10.1,45.53,10.1,1,0,2,0.0,231.5,0,0,461,1.0021739130434784,2,0.004347826086956522,0,5,0.010869565217391304,0,0.0,0,152.66666666666666,228,68,0,0,0,0.0,7753,37,25,23,2,23,0.004772346188572166,1.48,1,9,0
Porto Ottiolu,25133,735,139,3,188,16,10.7,9.98,61.36,9.2,11.07,47.53,11.5,2,0,6,217.5,123.5,435,435,321,0.43673469387755104,4,0.005442176870748299,0,13,0.017687074829931974,0,0.0,0,244.33333333333334,387,169,0,0,0,0.0,8194,33,29,26,3,29,0.004027337075909201,1.1379310344827587,2,2,0
Træna,178551,3739,684,31,1004,101,10.8,11.48,48.5,10.0,9.88,43.94,12.1,5,5,12,556.8,313.9166666666667,1605,333,1131,0.3024872960684675,33,0.008825889275207275,0,83,0.022198448783097086,3,0.0008023535704733886,1,119.64516129032258,407,35,0,0,0,0.0,7816,105,59,48,11,55,0.01343398157625384,1.7796610169491525,0,6,0
Safeword,70261,1339,259,8,339,32,16.6,12.02,44.07,13.8,15.24,58.48,14.6,1,0,3,0.0,447.3333333333333,0,0,1341,1.001493651979089,5,0.0037341299477221808,0,6,0.004480955937266617,0,0.0,0,166.5,222,90,0,1,0,0.0,7992,380,244,116,128,217,0.047547547547547545,1.5573770491803278,35,24,0
Slow Motion Daydream,169919,783,149,4,190,5,9.7,9.63,72.56,7.0,8.24,37.75,8.2,5,0,7,141.6,113.57142857142857,599,21,137,0.17496807151979565,15,0.019157088122605363,0,38,0.04853128991060025,0,0.0,1,195.0,342,60,0,0,0,0.0,7833,133,86,65,21,77,0.016979445933869526,1.5465116279069768,2,6,0
Gnesta Municipality,132223,2570,456,14,658,57,12.3,12.06,54.22,9.9,9.91,45.77,11.7,8,1,18,255.75,144.33333333333334,803,113,678,0.26381322957198444,12,0.004669260700389105,2,65,0.026070038910505838,0,0.0,1,182.71428571428572,412,33,0,0,0,0.0,7918,74,48,44,4,43,0.009345794392523364,1.5416666666666667,0,3,0
Simeon Bavier,240692,1385,244,6,351,41,16.0,13.18,46.81,12.8,14.29,59.75,15.3,2,0,8,0.0,173.625,0,0,1393,1.0057761732851986,3,0.0021660649819494585,0,17,0.01227436823104693,1,0.0007220216606498195,0,230.0,364,64,0,0,1,0.16666666666666666,7693,56,41,36,5,38,0.007279344858962694,1.3658536585365855,0,7,0
Albert Meyer (politician),239499,501,99,3,129,12,11.9,9.4,57.81,10.6,11.94,45.66,13.0,2,0,3,0.0,168.0,0,0,503,1.003992015968064,1,0.001996007984031936,0,7,0.013972055888223553,0,0.0,1,166.33333333333334,273,47,0,0,1,0.3333333333333333,7695,81,59,56,3,54,0.010526315789473684,1.3728813559322033,5,9,0
Tumbuka mythology,99520,2544,483,17,638,62,11.6,11.02,62.58,8.8,10.21,46.39,12.2,4,3,9,455.0,284.77777777777777,1207,613,841,0.33058176100628933,8,0.0031446540880503146,0,5,0.0019654088050314465,0,0.0,0,148.7058823529412,429,67,0,0,0,0.0,7937,51,45,34,11,45,0.006425601612700013,1.1333333333333333,1,5,0
628 BC,199377,441,82,3,115,11,9.5,8.87,63.29,8.5,9.97,35.5,11.2,4,0,4,46.75,113.25,79,51,299,0.6780045351473923,1,0.0022675736961451248,0,10,0.022675736961451247,0,0.0,0,146.33333333333334,316,60,0,0,0,0.0,7770,14,11,9,2,11,0.0018018018018018018,1.2727272727272727,2,2,0
Walter Grimshaw,251818,1589,334,11,378,22,6.8,7.74,78.96,4.6,6.69,35.77,8.2,3,0,3,451.0,532.3333333333334,1353,1353,267,0.16803020767778476,1,0.0006293266205160479,0,4,0.0025173064820641915,1,0.0006293266205160479,0,143.54545454545453,285,48,0,0,1,0.09090909090909091,7675,57,46,44,2,44,0.00742671009771987,1.2391304347826086,0,17,0
"David Stephenson (rugby league, born 1972)",145802,699,127,2,160,9,12.2,11.2,68.91,8.4,9.77,45.7,9.7,1,0,5,0.0,140.4,0,0,703,1.005722460658083,0,0.0,1,12,0.01859799713876967,0,0.0,1,349.0,574,124,0,0,1,0.5,7901,59,33,28,5,31,0.00746740918871029,1.7878787878787878,1,8,0
Ialonus Contrebis,86255,1256,258,10,290,24,12.6,11.6,63.29,8.5,10.62,48.74,11.2,4,0,4,265.0,316.25,647,413,223,0.17754777070063693,3,0.0023885350318471337,2,12,0.011146496815286623,0,0.0,0,124.8,237,49,0,0,0,0.0,7956,32,23,22,1,21,0.004022121669180492,1.391304347826087,2,4,0
Mokoi,95244,825,173,9,202,9,6.8,7.59,83.15,5.0,7.01,32.29,8.3,1,0,3,0.0,276.0,0,0,827,1.0024242424242424,1,0.0012121212121212121,0,4,0.0048484848484848485,0,0.0,0,90.77777777777777,208,38,0,0,3,0.3333333333333333,7943,45,36,29,7,35,0.005665365730832179,1.25,5,5,0
Roff (software),172797,1490,269,8,367,30,15.1,11.73,54.86,11.7,13.12,53.39,13.2,5,1,5,236.4,299.8,1182,1182,341,0.22885906040268456,5,0.003355704697986577,1,34,0.02348993288590604,0,0.0,1,185.5,568,38,0,0,0,0.0,7827,77,58,45,13,54,0.009837741152421106,1.3275862068965518,4,10,0
Genni Gunn,264044,1375,265,7,303,30,18.1,14.56,51.68,10.9,13.03,56.3,12.9,3,7,17,375.6666666666667,82.6470588235294,1127,1127,472,0.3432727272727273,1,0.0007272727272727272,0,10,0.007272727272727273,0,0.0,0,195.57142857142858,523,13,0,0,1,0.14285714285714285,7660,75,41,34,7,36,0.0097911227154047,1.829268292682927,0,9,0
Charleen,211801,441,76,1,112,14,16.4,13.29,46.81,12.8,16.3,56.77,15.5,5,0,3,66.0,150.0,251,79,146,0.3310657596371882,5,0.011337868480725623,4,6,0.022675736961451247,0,0.0,1,441.0,441,441,0,0,0,0.0,7743,68,42,36,6,39,0.008782125791037066,1.619047619047619,7,11,0
ISO 3864,15276,2942,486,12,733,76,15.8,13.4,49.15,11.9,13.22,55.47,13.9,7,5,15,424.57142857142856,200.46666666666667,1019,514,207,0.07036029911624746,17,0.005778382053025153,0,8,0.002719238613188307,10,0.003399048266485384,1,243.83333333333334,622,58,0,0,0,0.0,8251,77,52,43,9,47,0.009332202157314265,1.4807692307692308,2,7,0
Needle lace,159484,2604,464,17,654,56,13.2,11.95,50.87,11.2,11.77,48.18,12.5,5,0,7,506.8,373.7142857142857,1155,511,125,0.04800307219662058,12,0.004608294930875576,0,16,0.006144393241167435,4,0.0015360983102918587,0,152.23529411764707,286,72,0,0,0,0.0,7862,107,65,52,13,56,0.013609768506741287,1.646153846153846,7,8,0
Aprus (Thrace),292096,7091,1336,16,1585,179,14.2,14.49,57.87,8.5,8.86,53.46,12.1,6,3,32,1187.0,222.4375,5430,73,165,0.02326893244958398,12,0.0016922859963333804,4,85,0.01255112113947257,0,0.0,0,442.1875,1030,5,4,0,0,0.0,7629,83,58,54,4,52,0.010879538602700222,1.4310344827586208,2,9,0
João Alberto,207228,772,133,5,200,21,16.4,14.22,38.86,13.8,15.23,60.77,14.8,0,0,1,0.0,772.0,0,0,772,1.0,0,0.0,0,4,0.0051813471502590676,0,0.0,1,153.6,217,81,0,0,1,0.2,7752,37,29,27,2,28,0.0047729618163054694,1.2758620689655173,0,11,0
Ochimus,82093,797,159,7,188,12,11.1,10.79,63.19,8.5,9.02,51.57,10.4,3,0,3,234.66666666666666,267.6666666666667,704,704,110,0.13801756587202008,4,0.005018820577164366,6,19,0.03136762860727729,0,0.0,0,112.85714285714286,156,48,0,0,1,0.14285714285714285,7964,49,28,27,1,25,0.006152687091913611,1.75,0,3,0
Seven Years in Tibet,202132,3006,562,13,762,55,14.8,10.91,53.85,12.1,13.63,49.45,12.5,6,0,10,417.5,302.3,826,514,579,0.19261477045908185,8,0.0026613439787092482,0,46,0.015302727877578177,0,0.0,1,230.3846153846154,609,56,0,0,2,0.15384615384615385,7763,568,300,180,120,264,0.07316758984928506,1.8933333333333333,54,36,0
Precipice National Park,103463,84,16,1,19,1,11.2,12.63,66.74,7.2,8.28,59.15,0.0,2,0,1,0.0,87.0,0,0,84,1.0,2,0.023809523809523808,0,4,0.047619047619047616,0,0.0,1,84.0,84,84,0,0,0,0.0,7928,37,31,29,2,30,0.004667003027245207,1.1935483870967742,1,9,0
Wordsworth (rapper),300867,2091,495,7,455,21,21.6,11.09,52.77,14.6,16.09,54.27,12.2,5,6,26,437.2,81.76923076923077,1446,123,111,0.05308464849354376,10,0.004782400765184123,0,54,0.02582496413199426,0,0.0,1,297.85714285714283,1446,34,0,0,4,0.5714285714285714,7617,139,95,62,33,89,0.018248654325850072,1.4631578947368422,3,14,0
Bludenz,167533,3596,630,15,895,94,14.9,13.52,50.97,11.2,12.81,53.36,13.4,8,1,20,434.0,181.15,1155,18,266,0.07397107897664071,10,0.0027808676307007787,4,63,0.018631813125695215,3,0.0008342602892102336,1,238.8,852,81,0,0,0,0.0,7840,138,102,76,26,95,0.01760204081632653,1.3529411764705883,4,5,0
"Reynolds, Illinois",111706,2301,476,19,551,31,5.2,6.17,79.77,4.2,4.98,29.48,7.8,3,0,8,711.6666666666666,289.0,1391,744,212,0.09213385484571925,8,0.003476749239461104,0,30,0.01303780964797914,0,0.0,1,120.10526315789474,325,28,0,0,0,0.0,7923,135,61,51,10,53,0.01703900037864445,2.2131147540983607,3,5,0
T. O. Engset,162454,1530,288,10,381,41,13.0,12.93,54.52,9.8,12.83,49.47,12.9,2,0,4,0.0,383.75,0,0,1535,1.0032679738562091,2,0.00130718954248366,0,20,0.013071895424836602,0,0.0,0,151.9,271,24,0,0,2,0.2,7852,52,37,32,5,34,0.006622516556291391,1.4054054054054055,0,7,0
Stiff-tailed duck,213844,1577,299,12,373,25,11.6,11.83,63.8,8.3,10.14,46.13,10.4,4,0,6,247.0,264.6666666666667,500,488,626,0.3969562460367787,6,0.003804692454026633,0,43,0.027266962587190868,6,0.003804692454026633,0,130.5,345,34,0,0,0,0.0,7739,116,83,67,16,77,0.01498901666882026,1.3975903614457832,9,6,0
Banawá,54397,551,104,5,144,13,11.2,11.71,47.99,10.2,10.41,46.67,11.5,2,0,2,79.5,278.5,159,159,408,0.7404718693284936,4,0.007259528130671506,1,11,0.021778584392014518,0,0.0,1,109.4,168,54,0,0,0,0.0,8064,52,38,34,4,36,0.006448412698412698,1.368421052631579,2,8,0
Burst switching,40822,1205,188,2,315,38,24.2,16.78,18.62,19.5,20.49,78.42,19.3,2,0,6,300.0,202.0,600,600,631,0.5236514522821577,2,0.0016597510373443983,0,23,0.019087136929460582,0,0.0,0,602.0,903,301,0,0,0,0.0,8159,42,33,25,8,32,0.0051476896678514525,1.2727272727272727,5,4,0
Hegetoria,82096,400,78,4,95,7,12.4,12.75,64.41,8.1,10.05,57.92,10.7,2,0,2,0.0,201.5,0,0,401,1.0025,2,0.005,2,10,0.03,0,0.0,0,99.25,130,48,0,0,0,0.0,7964,33,22,21,1,20,0.004143646408839779,1.5,0,3,0
Weener,167133,1424,253,6,309,24,10.7,10.48,66.44,7.3,9.29,36.56,9.9,7,4,45,180.85714285714286,32.48888888888889,392,98,409,0.2872191011235955,1,0.0007022471910112359,1,25,0.018258426966292134,0,0.0,1,236.5,748,70,0,0,0,0.0,7841,302,222,146,76,202,0.03851549547251626,1.3603603603603605,82,7,0
Aarup,144317,560,100,2,156,15,11.8,10.62,43.32,12.0,11.47,43.4,13.0,2,0,5,61.0,113.2,122,122,464,0.8285714285714286,3,0.005357142857142857,2,16,0.03214285714285714,0,0.0,1,279.5,299,260,0,0,0,0.0,7906,87,52,42,10,49,0.011004300531242095,1.6730769230769231,1,4,0
Richard Threlkeld Cox,168213,3021,595,27,761,74,9.4,10.02,67.15,7.0,8.93,41.48,11.1,5,1,14,592.6,216.92857142857142,1459,432,176,0.05825885468387951,12,0.003972194637537239,0,26,0.008606421714664018,0,0.0,1,110.92592592592592,275,13,0,0,8,0.2962962962962963,7838,84,60,44,16,54,0.010717019647869355,1.4,6,13,0
Back of Keppoch,50041,383,79,3,88,2,8.3,7.25,78.79,6.7,7.68,40.34,7.2,1,0,2,0.0,193.0,0,0,384,1.0026109660574412,2,0.005221932114882507,0,9,0.02349869451697128,0,0.0,1,127.0,247,34,0,0,0,0.0,8103,51,43,38,5,41,0.006293965198074787,1.186046511627907,0,9,0
Emmett Kelly Museum,177690,337,65,2,91,9,16.2,10.97,43.06,14.2,16.91,47.64,0.0,2,0,1,0.0,340.0,0,0,337,1.0,1,0.002967359050445104,0,3,0.008902077151335312,0,0.0,0,168.0,236,100,0,0,0,0.0,7817,26,18,16,2,16,0.0033260841755149034,1.4444444444444444,0,8,0
Zaretan,68841,1497,319,5,339,15,17.6,9.88,64.58,12.2,14.77,57.0,11.0,2,0,4,0.0,375.0,0,0,1500,1.002004008016032,5,0.0033400133600534404,0,19,0.012692050768203072,0,0.0,0,298.6,645,178,0,0,0,0.0,7996,68,51,46,5,46,0.008504252126063032,1.3333333333333333,2,12,0
"Sargent's Purchase, New Hampshire",124624,2483,491,12,595,40,12.7,11.49,61.06,9.4,10.46,47.55,11.2,5,1,13,432.6,192.23076923076923,1546,95,419,0.16874748288360855,11,0.004430124848973017,0,53,0.02134514699959726,0,0.0,1,206.0,460,50,0,0,0,0.0,7920,92,52,49,3,49,0.011616161616161616,1.7692307692307692,3,7,0
Nausinous,84581,410,78,5,89,5,9.9,11.7,77.43,5.1,6.78,52.59,8.8,3,0,2,83.66666666666667,208.0,251,251,177,0.4317073170731707,2,0.004878048780487805,0,14,0.03414634146341464,0,0.0,0,80.8,146,47,0,0,0,0.0,7959,68,58,39,19,57,0.008543786907903002,1.1724137931034482,7,3,0
"Pleasant Hills, Maryland",116453,2730,579,19,663,46,5.6,6.46,79.26,4.4,5.85,29.87,8.6,3,0,7,807.6666666666666,391.42857142857144,1627,796,351,0.12857142857142856,6,0.002197802197802198,0,38,0.01391941391941392,0,0.0,1,142.73684210526315,441,28,0,0,0,0.0,7921,61,48,44,4,46,0.007701047847494003,1.2708333333333333,0,4,0
Rob Malda,57714,1344,256,9,344,28,9.5,10.03,57.06,8.8,8.15,40.61,10.6,4,0,5,309.5,270.8,1049,189,146,0.10863095238095238,13,0.009672619047619048,0,29,0.021577380952380952,0,0.0,1,148.0,227,60,0,0,0,0.0,8047,288,226,166,60,215,0.03578973530508264,1.2743362831858407,34,30,0
Comprehensive health insurance (Maine),246637,1455,257,8,366,40,15.5,13.0,47.83,12.4,14.13,54.1,14.6,4,0,3,216.0,488.0,503,361,624,0.4288659793814433,10,0.006872852233676976,2,5,0.004810996563573883,0,0.0,0,181.0,326,72,0,0,0,0.0,7684,39,29,26,3,26,0.005075481520041645,1.3448275862068966,1,6,0
Svenljunga Municipality,128739,1159,196,7,302,32,12.0,13.56,49.11,9.8,10.87,49.81,12.2,3,0,7,150.33333333333334,166.42857142857142,451,451,734,0.633304572907679,3,0.0025884383088869713,1,30,0.026747195858498704,0,0.0,1,164.71428571428572,473,69,0,0,0,0.0,7918,63,44,41,3,41,0.007956554685526649,1.4318181818181819,0,3,0
Aoi Mac Ollamain,85912,318,70,2,83,6,13.6,6.63,65.39,11.8,15.63,48.74,0.0,1,0,1,0.0,321.0,0,0,318,1.0,2,0.006289308176100629,0,2,0.006289308176100629,0,0.0,0,158.5,176,141,0,0,0,0.0,7956,23,18,18,0,17,0.0028908999497234793,1.2777777777777777,0,4,0
Trehøje Municipality,146514,951,178,6,258,25,12.3,12.18,37.91,12.0,10.61,48.83,12.8,2,0,4,0.0,238.75,0,0,955,1.0042060988433228,0,0.0,0,17,0.017875920084121977,1,0.0010515247108307045,0,156.83333333333334,454,82,0,0,0,0.0,7899,35,32,29,3,31,0.004430940625395619,1.09375,0,7,0
Thomas Holenstein,155898,1079,201,8,285,27,9.2,9.62,64.41,8.1,9.38,43.41,11.7,1,0,4,0.0,270.5,0,0,1082,1.0027803521779426,0,0.0,0,9,0.008341056533827619,1,0.0009267840593141798,0,134.0,197,60,0,0,4,0.5,7872,60,46,41,5,43,0.007621951219512195,1.3043478260869565,2,9,0
"Taft, Louisiana",115738,1488,286,7,376,34,8.4,9.09,66.84,7.1,9.81,37.14,11.1,5,0,7,281.4,214.28571428571428,1033,95,139,0.09341397849462366,14,0.009408602150537635,0,44,0.02956989247311828,0,0.0,1,211.71428571428572,477,65,0,0,0,0.0,7921,110,59,56,3,49,0.013887135462694104,1.8644067796610169,2,6,0
Elmer Diktonius,205681,449,79,4,108,12,11.1,12.52,57.27,8.8,9.03,52.03,12.0,3,0,2,0.0,226.0,0,0,450,1.0022271714922049,5,0.011135857461024499,2,11,0.028953229398663696,1,0.0022271714922048997,0,111.5,161,78,0,0,2,0.5,7756,61,47,43,4,45,0.007864878803506963,1.297872340425532,0,13,0
Epode,78902,2661,508,12,673,55,14.8,9.93,52.12,12.8,14.83,51.71,13.4,5,0,7,443.8,381.85714285714283,1257,962,492,0.18489289740698986,7,0.0026305900037579856,1,20,0.007891770011273957,0,0.0,0,220.91666666666666,465,19,0,0,1,0.08333333333333333,7971,94,66,53,13,60,0.011792748714088572,1.4242424242424243,6,7,0
Lyric Records (US),236532,2162,375,11,539,60,17.3,13.93,45.59,13.2,15.28,59.94,15.3,2,0,4,0.0,541.25,0,0,2165,1.0013876040703054,1,0.00046253469010175765,0,29,0.01341350601295097,0,0.0,0,195.27272727272728,408,3,0,0,0,0.0,7700,42,27,22,5,25,0.005454545454545455,1.5555555555555556,1,6,0
Cell Cycle,6979,415,68,3,109,14,13.1,14.89,41.56,10.6,13.87,58.25,13.3,4,0,3,41.25,140.66666666666666,165,165,285,0.6867469879518072,9,0.021686746987951807,0,30,0.07228915662650602,0,0.0,1,137.66666666666666,191,95,0,0,0,0.0,8273,68,44,39,5,38,0.008219509246947903,1.5454545454545454,6,20,0
Burdinne,175741,495,89,2,124,15,13.6,14.89,42.17,10.4,10.36,60.2,12.2,4,0,4,31.5,125.25,126,126,397,0.802020202020202,0,0.0,1,14,0.030303030303030304,0,0.0,1,247.0,302,192,0,0,0,0.0,7822,72,58,50,8,54,0.009204806954743032,1.2413793103448276,1,3,0
Burrowa-Pine Mountain National Park,102005,517,98,3,128,12,11.1,10.38,62.68,8.7,10.09,46.41,12.0,2,0,2,0.0,260.0,0,0,518,1.001934235976789,6,0.01160541586073501,0,14,0.027079303675048357,0,0.0,1,171.66666666666666,309,101,0,0,0,0.0,7932,57,37,36,1,33,0.0071860816944024205,1.5405405405405406,1,10,0
John Hayes (harness racer),219972,1787,344,6,445,37,15.7,10.39,51.82,12.9,14.36,51.73,13.6,2,0,6,338.0,298.8333333333333,676,676,1137,0.6362618914381645,4,0.002238388360380526,4,26,0.016787912702853944,0,0.0,1,296.6666666666667,491,169,0,0,1,0.16666666666666666,7728,48,30,26,4,28,0.006211180124223602,1.6,1,10,0
Ngā Mānawa,96464,704,153,3,172,6,21.9,10.58,47.49,16.6,17.77,70.88,11.2,1,0,12,0.0,59.0,0,0,716,1.0170454545454546,0,0.0,0,10,0.014204545454545454,0,0.0,0,234.0,304,185,0,0,0,0.0,7942,34,20,20,0,19,0.004281037522034752,1.7,1,5,0
Passacaglia,185258,8147,1474,38,1999,174,17.9,14.1,45.09,13.4,13.93,61.21,13.9,5,4,13,1597.6,628.1538461538462,5351,2637,257,0.03154535411808027,0,0.0,0,126,0.015465815637658033,2,0.0002454891371056831,0,213.42105263157896,1244,6,0,0,0,0.0,7799,530,263,141,122,229,0.06795743043979997,2.0152091254752853,32,71,0
Chi Cheng (athlete),142789,2571,497,16,642,46,8.4,8.58,73.07,6.8,9.05,37.79,10.1,3,0,7,782.6666666666666,368.2857142857143,2348,2348,247,0.09607156748346947,7,0.0027226760015558148,0,38,0.014780241151302996,0,0.0,1,159.75,308,53,0,0,7,0.4375,7910,244,129,97,32,106,0.030847029077117574,1.8914728682170543,5,24,0
Båstad Municipality,130774,2458,436,13,624,55,12.3,11.95,53.61,10.2,10.6,48.93,12.0,6,1,11,370.8333333333333,225.27272727272728,1005,201,342,0.13913751017087062,16,0.006509357200976403,1,80,0.03295362082994304,0,0.0,1,188.15384615384616,420,45,0,0,0,0.0,7918,126,71,63,8,65,0.015913109371053297,1.7746478873239437,1,4,0
Common control,40911,1888,317,6,476,41,18.1,14.51,36.42,14.7,14.92,65.17,14.0,2,0,6,556.5,315.6666666666667,1113,1113,795,0.4210805084745763,4,0.00211864406779661,0,15,0.007944915254237288,0,0.0,0,313.5,682,172,0,0,0,0.0,8159,39,25,21,4,22,0.004779997548719206,1.56,1,2,0
1966 Governor General's Awards,303377,456,81,1,112,11,24.9,13.99,32.4,18.3,18.52,71.03,0.0,2,2,7,189.5,66.85714285714286,379,379,151,0.33114035087719296,7,0.015350877192982455,0,13,0.02850877192982456,0,0.0,0,456.0,456,456,0,0,0,0.0,7614,24,16,16,0,14,0.0031520882584712374,1.5,0,3,0
Tagaloa,96196,1971,372,9,505,38,11.6,10.04,59.53,9.9,11.21,46.05,10.8,3,0,11,288.3333333333333,179.8181818181818,865,865,1145,0.5809233891425672,3,0.0015220700152207,3,11,0.007102993404363267,0,0.0,0,218.11111111111111,349,48,0,0,0,0.0,7942,72,48,30,18,43,0.009065726517250064,1.5,3,3,0
Hugh MacDonald (poet),285449,1053,191,5,250,24,16.8,10.86,58.15,12.6,15.72,49.29,13.8,2,0,17,321.5,62.294117647058826,643,643,439,0.41690408357075026,1,0.000949667616334283,0,3,0.002849002849002849,0,0.0,1,209.8,414,34,0,0,1,0.2,7637,53,46,32,14,46,0.006939897865654052,1.1521739130434783,2,11,0
No Campaign (UK),241494,566,104,4,143,8,14.0,11.32,56.08,11.3,12.38,53.29,11.2,2,0,2,0.0,284.5,0,0,567,1.0017667844522968,3,0.00530035335689046,0,9,0.015901060070671377,0,0.0,0,140.5,218,9,0,0,0,0.0,7692,52,38,33,5,33,0.006760270410816433,1.368421052631579,2,10,0
"Beeston, Norfolk",154244,486,87,2,121,9,12.3,10.91,59.33,10.0,11.08,52.01,11.2,2,0,3,0.0,163.0,0,0,488,1.0041152263374487,1,0.00205761316872428,0,14,0.02880658436213992,0,0.0,1,242.0,337,147,0,0,0,0.0,7877,52,43,38,5,42,0.006601498032245779,1.2093023255813953,2,3,0
Gede (Haitian Vodou),90603,4404,897,35,1064,62,8.7,8.58,72.26,7.1,8.31,36.84,9.2,4,0,16,326.5,276.0,711,595,3167,0.7191189827429609,11,0.002497729336966394,0,26,0.005903723887375113,0,0.0,1,124.85714285714286,330,44,0,0,15,0.42857142857142855,7947,201,115,70,45,102,0.025292563231408077,1.7478260869565216,13,22,0
636 BC,199376,371,74,3,99,7,9.1,7.6,69.82,8.1,9.51,32.05,10.7,4,0,2,28.75,191.5,87,14,299,0.8059299191374663,0,0.0,0,9,0.02425876010781671,0,0.0,0,123.0,246,60,0,0,0,0.0,7770,12,12,10,2,12,0.0015444015444015444,1.0,1,2,0
"Columbus, Illinois",110794,2117,446,16,514,37,5.0,5.81,80.68,3.9,5.18,28.65,8.1,4,0,8,502.0,266.25,1567,138,169,0.07982994803967879,9,0.004251299008030231,0,27,0.012753897024090695,0,0.0,1,131.375,476,30,0,0,0,0.0,7923,100,63,57,6,55,0.012621481761958854,1.5873015873015872,4,8,0
Duala language,50446,5277,977,35,1323,109,13.5,12.47,51.89,10.8,11.45,50.64,12.3,8,2,13,623.0,408.15384615384613,3248,16,455,0.08622323289747963,11,0.0020845177184006065,1,79,0.015160128861095318,0,0.0,1,149.85714285714286,388,21,0,0,1,0.02857142857142857,8099,150,82,66,16,73,0.01852080503765897,1.829268292682927,7,10,0
Alfonso Leng,2329,763,148,6,199,24,10.0,10.09,55.24,9.5,11.09,46.23,13.0,1,0,3,0.0,255.33333333333334,0,0,765,1.0026212319790302,3,0.003931847968545216,3,15,0.023591087811271297,1,0.001310615989515072,0,126.16666666666667,201,31,0,0,4,0.6666666666666666,8283,85,65,59,6,64,0.010261982373536158,1.3076923076923077,0,12,0
1976 Governor General's Awards,305409,454,77,1,112,13,12.5,13.31,52.46,8.5,8.54,44.58,10.6,2,2,7,188.5,66.57142857142857,377,377,151,0.33259911894273125,6,0.013215859030837005,0,13,0.028634361233480177,0,0.0,0,454.0,454,454,0,0,0,0.0,7611,20,15,14,1,14,0.0026277755879647877,1.3333333333333333,0,3,0
Bob Kerr's Whoopee Band,172893,2650,520,5,597,40,20.2,12.43,55.1,13.7,14.53,60.32,12.6,3,0,34,775.0,78.23529411764706,1866,459,399,0.15056603773584906,0,0.0,0,8,0.0030188679245283017,1,0.0003773584905660377,0,529.2,850,139,0,0,0,0.0,7827,67,49,32,17,48,0.008560112431327456,1.3673469387755102,3,10,0
Mangar-kunjer-kunja,95235,408,81,2,99,10,19.1,11.04,45.43,15.4,18.31,59.0,0.0,1,0,1,0.0,411.0,0,0,408,1.0,2,0.004901960784313725,0,6,0.014705882352941176,0,0.0,0,203.0,303,103,0,0,1,0.5,7943,31,29,27,2,28,0.003902807503462168,1.0689655172413792,2,3,0
