title,page_id,char_count,word_count,sentence_count,syllable_count,complex_word_count,ARI,CLI,FRE,FKG,GFI,LIX,SMOG,section_count,subsection_count,paragraph_count,mean_section_size,mean_paragraph_size,longest_section_size,shortest_section_size,abstract_size,abstract_text_ratio,citation_count,citation_per_text,external_link_count,internal_link_count,link_per_text,image_count,image_per_text,infobox,mean_sentence_size,largest_sentence_size,shortest_sentence_size,question_count,exclamation_count,pronoun_start_count,pronoun_start_count_sentence_ratio,article_age_days,num_edits,num_editors,num_registered_editors,num_anonymous_editors,num_occasional_editors,review_per_day,review_per_user,revert_count,discussion_count,quality
HMS Ben-my-Chree,232997,8421,1604,55,2055,149,10.6,9.75,69.92,8.0,9.39,44.62,11.0,6,2,16,1203.5,527.625,6080,1141,1345,0.15971974824842655,36,0.004275026718916993,0,120,0.014250089063056644,5,0.0005937537109606935,1,152.12727272727273,350,51,0,0,10,0.18181818181818182,7706,257,127,106,21,108,0.033350635868154684,2.0236220472440944,18,17,1
Olaf Guthfrithson,163841,8949,1699,51,2188,160,14.0,10.33,62.72,10.8,12.69,51.09,12.4,7,4,11,1069.5714285714287,814.9090909090909,3853,1031,1539,0.17197452229299362,57,0.006369426751592357,0,136,0.015197228740641413,0,0.0,1,174.49019607843138,431,65,0,0,2,0.0392156862745098,7848,219,106,96,10,90,0.02790519877675841,2.0660377358490565,4,38,1
Hidden Treasures (EP),60305,4142,797,28,1012,65,12.7,11.37,60.45,9.6,10.46,49.33,10.8,10,0,18,382.0,231.5,1746,22,485,0.11709319169483341,30,0.007242877836793819,1,108,0.02631578947368421,0,0.0,1,147.03571428571428,697,57,0,0,0,0.0,8030,526,234,152,82,200,0.06550435865504359,2.247863247863248,37,31,1
Upsilon Andromedae,246805,10157,1858,50,2622,236,12.4,11.14,51.18,11.1,11.36,48.9,12.6,7,3,21,1374.857142857143,484.8095238095238,4527,2262,713,0.07019789307866496,81,0.007974795707393916,4,124,0.012602146303042237,1,9.845426799251748e-05,0,202.16,633,46,0,0,0,0.0,7683,566,206,162,44,152,0.07366913965898737,2.7475728155339807,18,33,1
Upanishads,80666,36977,6624,175,9402,1118,16.2,13.93,39.67,13.4,12.55,57.87,15.3,14,13,80,2486.0714285714284,463.325,9033,1104,2827,0.07645293019985397,142,0.0038402250047326718,20,391,0.01111501744327555,5,0.00013521919030748844,1,210.32,987,3,1,2,2,0.011428571428571429,7967,2969,1106,634,472,933,0.3726622317057864,2.684448462929476,326,532,1
Willow (1988 film),198313,20554,3915,129,5148,414,12.9,11.2,59.43,10.0,10.78,48.08,12.1,9,11,47,2142.6666666666665,439.1914893617021,5439,12,1688,0.08212513379390873,76,0.0036975771139437577,1,278,0.013574000194609321,1,4.8652330446628395e-05,1,158.35658914728683,580,29,0,0,11,0.08527131782945736,7772,1930,1071,513,558,921,0.248327328872877,1.8020541549953315,137,117,1
Tux Racer,159320,8916,1647,55,2263,195,13.6,11.66,49.65,11.7,12.07,50.98,12.8,6,2,13,1341.0,687.5384615384615,3385,2126,996,0.1117092866756393,57,0.00639300134589502,0,77,0.00863615971287573,4,0.00044863167339614175,1,161.2,387,57,0,0,1,0.01818181818181818,7862,427,261,185,76,241,0.0543118799287713,1.6360153256704981,15,56,1
Bree (Middle-earth),77925,11508,2252,69,2744,197,14.6,10.68,63.02,10.7,12.73,52.0,12.4,7,7,17,1529.4285714285713,680.4117647058823,3674,1101,1082,0.09402155022592978,38,0.0033020507473062216,3,122,0.01086200903719152,3,0.00026068821689259646,0,165.14492753623188,730,3,0,0,4,0.057971014492753624,7973,475,181,141,40,161,0.05957606923366361,2.6243093922651934,18,51,1
Serpico,163459,26717,5090,231,6788,699,11.0,11.37,55.44,9.5,9.38,45.8,12.3,10,5,35,2562.4,764.4857142857143,8097,250,1349,0.050492195980087584,1,3.7429352097915186e-05,4,199,0.007598158475876782,2,7.485870419583037e-05,1,114.67099567099567,434,8,1,0,12,0.05194805194805195,7849,955,512,308,204,450,0.1216715505159893,1.865234375,53,37,1
Magnus II of Norway,179847,6898,1274,34,1724,123,14.9,11.38,54.36,11.9,12.64,52.66,12.4,5,2,13,1164.8,532.0769230769231,3115,432,1199,0.17381849811539576,13,0.0018846042331110468,0,81,0.011742534067845752,1,0.00014496955639315743,1,201.94117647058823,457,70,0,0,6,0.17647058823529413,7813,167,106,95,11,93,0.021374632023550492,1.5754716981132075,12,21,1
Mother (video game series),303961,27273,5056,163,6833,586,13.6,12.01,59.13,10.1,11.13,50.07,12.5,7,6,34,3503.0,803.2941176470588,11500,3559,2989,0.10959557071095956,256,0.009386572800938657,0,139,0.005096615700509661,2,7.333260000733326e-05,1,166.32515337423314,531,29,0,0,6,0.03680981595092025,7613,1459,800,377,423,700,0.19164586890844607,1.82375,172,291,1
Mewtwo,158357,23466,4404,124,6011,471,14.6,11.55,55.47,11.5,12.29,54.2,12.9,6,3,26,3580.5,903.3846153846154,13917,3036,2183,0.09302821102872241,113,0.004815477712435012,3,236,0.010184948436035115,1,4.2614847012699225e-05,1,188.24193548387098,593,9,0,9,1,0.008064516129032258,7865,3560,1754,781,973,1530,0.452638270820089,2.029646522234892,596,371,1
Jurassic Coast,270839,10095,1836,46,2495,192,14.7,11.15,54.05,12.1,12.89,53.47,12.6,8,0,31,1064.875,326.2258064516129,2412,1808,1697,0.16810302129767213,26,0.0025755324418028727,3,131,0.013273897969291728,3,0.00029717682020802375,1,218.45652173913044,516,46,0,0,1,0.021739130434782608,7651,608,334,192,142,283,0.07946673637433015,1.8203592814371257,104,60,1
Isaac I Komnenos,73529,20809,3781,109,5175,511,16.0,12.54,54.26,12.0,13.63,58.27,14.4,13,10,33,1478.4615384615386,631.969696969697,3634,550,2052,0.0986111778557355,0,0.0,0,146,0.007016194915661493,4,0.00019222451823730117,1,189.91743119266056,571,23,0,0,9,0.08256880733944955,7983,373,163,133,30,139,0.04672428911436803,2.2883435582822087,8,30,1
Charles I of Hungary,70219,34202,6379,223,8234,608,13.6,11.84,58.62,10.3,10.54,53.56,11.8,8,8,42,3848.25,815.547619047619,18763,1200,3784,0.11063680486521256,3,8.77141687620607e-05,0,314,0.009180749663762353,12,0.0003508566750482428,1,152.2914798206278,552,36,0,0,27,0.1210762331838565,7992,848,353,254,99,299,0.1061061061061061,2.4022662889518416,52,70,1
Crewe Alexandra F.C.,69438,40454,7535,191,9756,789,15.6,11.38,53.65,12.2,12.31,52.84,13.1,15,24,89,2608.9333333333334,455.80898876404495,6581,30,2270,0.0561131161319029,341,0.008429327136995105,9,501,0.012606911553863648,9,0.00022247490977406436,1,210.81151832460733,598,51,0,0,4,0.020942408376963352,8338,4111,1039,510,529,843,0.4930438954185656,3.956689124157844,343,43,1
Matthias Corvinus,272105,51194,9034,344,12512,1109,13.3,12.71,60.35,9.6,10.14,54.09,12.3,13,13,76,3697.076923076923,675.2763157894736,21679,149,3876,0.075711997499707,9,0.00017580185177950541,0,439,0.008575223659022541,16,0.0003125366253857874,1,147.47383720930233,449,36,0,0,46,0.13372093023255813,7650,2832,965,515,450,768,0.37019607843137253,2.9347150259067356,386,579,1
"Cooper, Texas",135760,23824,4627,197,5966,478,9.0,9.96,66.84,7.1,7.27,40.18,10.2,11,5,35,2057.818181818182,682.2571428571429,4335,163,1535,0.06443082605775688,110,0.004617192746809939,1,153,0.006464069845533916,6,0.00025184687709872396,1,119.93908629441624,875,30,0,0,0,0.0,7917,258,121,96,25,104,0.0325881015536188,2.1322314049586777,4,18,1
Washington Irving,33726,34088,6331,165,8633,763,14.4,11.78,56.29,11.2,12.11,52.87,13.2,10,14,65,3292.4,525.4307692307692,11096,13,1710,0.05016428068528515,139,0.004077681295470547,4,193,0.005779159821638113,14,0.0004107017132128608,1,205.54545454545453,1078,20,1,0,25,0.15151515151515152,8290,3416,1582,747,835,1342,0.4120627261761158,2.15929203539823,835,140,1
Freedom fries,197435,5801,1088,34,1439,143,14.2,12.42,50.46,11.4,12.14,53.05,13.5,5,4,9,1056.0,647.1111111111111,3688,1592,693,0.11946216169625927,28,0.004826754007929667,0,90,0.015514566454059645,2,0.0003447681434235477,0,169.6764705882353,561,8,0,0,1,0.029411764705882353,7774,1134,705,423,282,627,0.14587085155647028,1.6085106382978724,187,177,1
Council of the European Union,5866,24311,4254,117,6493,760,15.8,13.52,39.26,13.6,12.58,58.38,15.5,10,7,60,2354.1,406.05,7988,1055,1164,0.04787956069269055,91,0.003743161531816873,5,177,0.007486323063633746,2,8.226728641355764e-05,1,206.7863247863248,587,59,0,0,0,0.0,8374,1471,622,342,280,534,0.17566276570336756,2.364951768488746,126,174,1
Born to Run,202460,47768,9288,290,11739,917,14.4,11.49,56.39,11.2,11.79,50.75,12.5,17,11,85,2679.764705882353,563.0705882352942,9938,14,2844,0.059537765868363755,222,0.00464746273656004,1,436,0.00914838385530062,4,8.373806732540613e-05,1,163.7448275862069,1315,23,0,1,14,0.04827586206896552,7763,1258,499,309,190,417,0.162050753574649,2.5210420841683367,130,69,1
Seventeenth Amendment to the United States Constitution,31669,28484,5120,188,7193,806,14.6,13.23,50.87,11.2,11.11,54.31,14.1,7,9,105,4010.8571428571427,271.79047619047617,12811,12,957,0.03359780929644713,75,0.0026330571548939755,4,191,0.006845948602724337,4,0.0001404297149276787,0,150.5,1403,6,2,0,1,0.005319148936170213,8540,2257,1167,526,641,1035,0.2642857142857143,1.934018851756641,508,232,1
Neon Genesis Evangelion,21711,42421,7680,236,10889,1083,15.4,12.94,47.83,12.4,12.22,55.77,14.2,12,14,49,3385.5833333333335,867.2244897959183,7504,1928,2244,0.052898328657976,225,0.005303976803941444,3,353,0.008392069965347351,5,0.00011786615119869876,1,178.76271186440678,508,18,0,1,11,0.046610169491525424,8306,6307,2586,1114,1472,2181,0.7593306043823742,2.4389017788089715,715,1364,1
Valkyrie,70798,37329,7382,186,8719,558,15.3,11.32,62.92,10.7,11.87,53.02,11.9,17,19,66,2154.764705882353,567.6060606060606,11089,246,1598,0.04280854027699644,91,0.0024377829569503604,0,347,0.00929572182485467,22,0.0005893541214605267,0,199.5215053763441,1250,10,1,1,7,0.03763440860215054,7991,1838,857,447,410,765,0.23000875985483668,2.144690781796966,276,122,1
Franz Liszt,67379,56569,10359,298,14215,1327,15.0,12.13,55.68,11.4,12.57,53.71,13.7,14,31,90,3943.5,630.0,9011,413,2294,0.04055224592974951,0,0.0,0,380,0.00671746009298379,15,0.00026516289840725483,1,188.8489932885906,610,2,0,1,43,0.14429530201342283,7999,5897,2381,1106,1275,1998,0.737217152144018,2.4766904661906763,980,1248,1
Livermorium,62198,22223,3889,101,5895,694,17.7,13.52,35.71,15.0,14.18,60.04,16.5,8,8,28,2645.5,795.2142857142857,11254,20,1422,0.06398776042838501,86,0.003869864554740584,2,218,0.009899653512127075,3,0.0001349952751653692,1,219.03960396039605,604,46,0,0,1,0.009900990099009901,8019,1150,492,317,175,418,0.14340940266866192,2.33739837398374,127,125,1
CSS Scorpion,60533,4794,931,39,1168,84,10.4,9.57,70.23,7.9,8.91,43.02,10.9,4,0,5,1011.75,960.8,2655,1392,815,0.17000417188151856,4,0.0008343763037129745,0,51,0.010638297872340425,0,0.0,1,121.12820512820512,253,33,0,0,3,0.07692307692307693,8029,70,44,41,3,42,0.008718395815170008,1.5909090909090908,6,12,1
Peroz I,140497,29757,5458,174,7476,718,14.2,12.13,49.65,11.7,11.36,53.65,13.4,12,9,37,2311.4166666666665,805.918918918919,17382,19,2543,0.08545888362402124,2,6.721107638538831e-05,2,267,0.009039889773834728,10,0.00033605538192694155,1,170.04022988505747,504,6,0,0,12,0.06896551724137931,7915,694,132,107,25,110,0.08768161718256474,5.257575757575758,12,55,1
West Ham United F.C.,46417,61290,11672,296,15030,1118,14.2,10.45,63.22,10.6,11.57,50.26,12.3,21,38,246,2900.095238095238,249.91869918699186,27118,23,2052,0.033480176211453744,301,0.004911078479360418,2,952,0.015565345080763583,14,0.0002284222548539729,1,206.08445945945945,4067,35,2,1,16,0.05405405405405406,8127,17314,6752,2168,4584,5529,2.130429432755014,2.564277251184834,2614,639,1
"Bacliff, Texas",135916,19062,3550,122,4695,398,10.4,10.72,64.61,8.0,8.54,43.67,11.0,13,5,49,1449.076923076923,390.0816326530612,6257,103,592,0.031056552303011225,126,0.0066100094428706326,68,209,0.014531528695834645,5,0.0002623019620186759,1,155.2622950819672,469,8,0,0,0,0.0,7917,505,141,106,35,112,0.06378678792471897,3.5815602836879434,8,52,1
Voodoo (D'Angelo album),202671,48446,9596,299,12143,1007,13.6,11.02,58.11,10.5,11.14,49.66,12.6,14,8,52,3370.8571428571427,933.0384615384615,13669,14,1710,0.03529703174668703,346,0.007141972505470008,110,442,0.011394129546298972,2,4.128307806630062e-05,1,161.05685618729098,522,5,5,9,17,0.056856187290969896,7762,4091,309,195,114,264,0.5270548827621747,13.239482200647249,117,84,1
Starflight,310917,15164,2820,87,3796,325,13.1,11.31,58.62,10.3,11.68,50.23,12.5,7,3,29,2040.7142857142858,523.8275862068965,3997,841,1022,0.06739646531258243,75,0.004945924558164073,1,102,0.00679240305987866,2,0.00013189132155104195,1,173.31034482758622,617,3,0,1,3,0.034482758620689655,7603,657,220,149,71,183,0.08641325792450348,2.9863636363636363,13,60,1
The Texas Chain Saw Massacre,29781,33101,6216,197,8230,704,13.6,11.26,57.71,10.7,11.85,50.05,12.7,13,9,58,2404.5384615384614,571.6896551724138,8321,480,2258,0.06821546176852664,228,0.006888009425697109,9,343,0.010634119815111327,2,6.0421135313132535e-05,1,166.88324873096445,713,37,0,0,9,0.04568527918781726,8519,4897,1684,880,804,1436,0.5748327268458739,2.907957244655582,573,569,1
Konstantin Stanislavski,17318,53771,9610,258,13580,1398,16.8,13.52,46.1,13.0,12.98,58.64,14.7,23,2,86,2248.0434782608695,626.1976744186046,5637,1224,2921,0.054322962191515875,310,0.0057651894143683395,2,511,0.00954045861151922,17,0.0003161555485298767,1,207.43410852713177,890,12,0,0,35,0.13565891472868216,8250,1514,832,403,429,739,0.18351515151515152,1.8197115384615385,237,151,1
Quantock Hills,241117,25679,4796,146,6231,466,12.6,10.91,59.13,10.1,10.8,48.66,11.6,13,11,67,1903.0,384.4179104477612,7915,289,1438,0.05599906538416605,90,0.003504809377312201,5,355,0.014019237509248803,1,3.8942326414580004e-05,1,174.8904109589041,974,42,0,0,0,0.0,7693,550,178,132,46,144,0.07149356557909788,3.0898876404494384,24,35,1
Barry Zito,145542,38935,8008,306,9517,463,8.9,7.77,70.63,7.8,8.03,38.74,9.1,26,18,75,1419.2307692307693,520.3333333333334,3540,168,2684,0.06893540516245024,206,0.005290869397714139,1,312,0.008039039424682162,6,0.00015410299216643124,1,126.25490196078431,573,14,0,0,82,0.2679738562091503,7901,2521,1108,468,640,956,0.3190735349955702,2.2752707581227436,248,46,1
Taurus (constellation),29984,14524,2727,89,3706,324,11.7,10.68,60.45,9.6,10.51,45.31,12.3,8,6,27,1696.125,539.2962962962963,6229,1847,1212,0.08344808592674194,64,0.004406499586890664,0,193,0.013288350316717159,4,0.0002754062241806665,1,162.20224719101122,682,40,0,0,0,0.0,8471,1505,829,431,398,726,0.17766497461928935,1.8154402895054282,330,55,1
Jacobo Árbenz,170713,49991,8993,305,13011,1373,14.7,12.65,48.64,12.1,11.93,54.18,14.5,15,12,51,3172.133333333333,981.8039215686274,14361,952,3104,0.062091176411754115,15,0.0003000540097217499,1,163,0.0032805905062911326,10,0.0002000360064811666,1,162.91803278688525,1328,19,0,1,38,0.12459016393442623,7831,1417,555,334,221,476,0.18094751628144554,2.5531531531531533,101,148,1
Stephen Jay Gould,27875,40455,7084,218,10741,1288,16.1,14.05,39.67,13.4,13.34,57.99,15.6,9,20,74,4393.111111111111,547.9459459459459,14185,28,1821,0.0450129773822766,154,0.003806698801137066,89,426,0.012730194042763564,3,7.415647015202076e-05,1,184.6559633027523,901,1,0,0,27,0.12385321100917432,8297,2395,1131,733,398,982,0.28865855128359647,2.117595048629531,237,579,1
U.S. Route 46,266743,26485,4866,151,6498,502,14.0,11.26,56.29,11.2,10.77,50.12,12.4,6,8,31,4049.8333333333335,855.8709677419355,14522,27,2533,0.09563904096658486,89,0.0033603926750991127,4,298,0.011402680762695865,11,0.00041532943175382294,1,174.3774834437086,874,48,0,0,10,0.06622516556291391,7655,655,176,124,52,133,0.08556499020248204,3.721590909090909,25,45,1
Tamar of Georgia,37762,29301,5332,142,7340,637,15.8,12.36,54.36,11.9,13.55,57.1,13.6,11,9,41,2549.7272727272725,716.1463414634146,7087,148,1717,0.05859868263881779,104,0.0035493669158049215,6,335,0.011637828060475752,18,0.000614313504658544,1,205.35915492957747,602,33,0,0,14,0.09859154929577464,8158,1381,452,303,149,391,0.1692816866879137,3.0553097345132745,134,100,1
XTC,34145,70386,13888,518,17219,1253,12.6,10.91,59.53,9.9,10.24,47.54,11.6,16,19,94,4301.25,750.1063829787234,18663,25,2753,0.03911289176824937,399,0.005668740942801126,0,520,0.007387832807660614,10,0.0001420737078396272,1,134.91312741312743,493,3,7,6,54,0.10424710424710425,8415,1999,801,442,359,694,0.23755199049316697,2.495630461922597,140,157,1
"Davenport, Iowa",8599,38979,7151,275,9711,946,11.0,11.3,64.41,8.1,8.57,44.48,11.8,20,14,75,1838.45,521.1733333333333,7241,246,2892,0.07419379665973987,179,0.0045922163216090715,2,409,0.010544139151850996,18,0.0004617871161394597,1,140.7418181818182,775,27,1,0,4,0.014545454545454545,8303,2447,824,487,337,696,0.29471275442611106,2.9696601941747574,164,207,1
Geri and Freki,12457,6239,1219,27,1520,126,17.1,11.67,50.91,13.3,14.7,55.67,14.0,8,0,13,729.0,481.38461538461536,3264,192,505,0.08094245872736015,22,0.003526206122776086,0,82,0.013143131912165412,1,0.00016028209648982208,0,230.14814814814815,636,70,0,0,2,0.07407407407407407,8350,210,121,96,25,114,0.025149700598802394,1.7355371900826446,9,21,1
Homo ergaster,276745,45167,7929,198,11363,1056,11.7,12.06,54.73,9.7,9.25,47.55,12.0,10,16,50,4229.2,904.8,8706,3139,3464,0.07669316093608165,3,6.642017402085593e-05,0,170,0.0037638098611818363,10,0.00022140058006951978,0,227.12626262626262,867,15,0,0,0,0.0,7644,998,448,287,161,388,0.130559916274202,2.2276785714285716,93,65,1
John Byrne (comics),75920,37834,7348,212,9389,744,13.8,11.09,57.1,10.9,11.44,47.88,12.5,19,22,74,1918.4736842105262,512.7837837837837,6498,21,2266,0.059893217740656556,145,0.0038325315853465136,0,499,0.013189194904054555,5,0.00013215626156367287,1,177.50471698113208,730,17,1,3,29,0.13679245283018868,7978,3077,925,458,467,720,0.3856856354976185,3.3264864864864867,567,865,1
Fourteenth Amendment to the United States Constitution,31666,85981,15379,317,22019,2297,16.0,12.94,46.61,12.8,12.15,57.06,14.7,19,28,187,4401.1578947368425,460.5935828877005,21749,298,3752,0.043637547830334605,356,0.004140449634221514,27,676,0.008176224979937427,6,6.978285900373338e-05,0,270.29337539432174,1745,3,0,0,4,0.012618296529968454,8540,5674,2364,1037,1327,2079,0.6644028103044497,2.4001692047377325,1134,841,1
Capybara,6776,13114,2397,88,3238,264,12.5,11.89,60.95,9.4,10.91,47.16,11.9,11,4,26,1157.3636363636363,506.03846153846155,3479,435,703,0.05360683239286259,102,0.007777947231965838,4,112,0.008845508616745462,10,0.0007625438462711606,0,148.02272727272728,535,37,0,0,0,0.0,8293,3605,1835,899,937,1591,0.4347039672012541,1.9645776566757494,1000,278,1
Yeardley Smith,34351,13168,2649,101,3201,213,10.4,9.34,70.63,7.8,9.28,40.08,10.4,7,9,29,1682.7142857142858,455.6896551724138,8861,140,1699,0.12902490886998785,87,0.006606925880923451,1,224,0.017086877278250305,1,7.594167679222357e-05,1,129.4257425742574,484,19,0,3,30,0.297029702970297,8272,1066,657,367,290,585,0.12886847195357834,1.6225266362252664,82,70,1
Oxford Street,229195,34006,6346,205,8285,640,12.7,11.14,59.23,10.1,10.57,47.33,11.8,13,8,69,2447.846153846154,494.0144927536232,15396,620,2675,0.07866258895489031,130,0.003822854790331118,0,317,0.00932188437334588,23,0.0006763512321355055,1,164.86341463414635,609,12,0,0,2,0.00975609756097561,7711,1356,570,333,237,486,0.17585267799247828,2.3789473684210525,153,57,1
Aleister Crowley,1177,66997,12414,375,17126,1547,15.2,12.36,47.42,12.5,12.31,55.89,13.6,12,20,70,5396.75,958.4857142857143,22621,20,3275,0.04888278579637894,0,0.0,0,471,0.007030165529799842,10,0.00014926041464543189,1,177.672,438,8,0,0,62,0.16533333333333333,8304,7139,2861,1327,1535,2483,0.8597061657032755,2.495281370150297,1002,1555,1
2008 Summer Olympics,77745,34446,6256,179,8574,768,14.9,12.48,56.49,11.1,12.11,53.87,13.4,12,18,59,2621.3333333333335,585.542372881356,11476,1801,3689,0.10709516344423155,157,0.004557858677350055,2,423,0.01233815247053359,22,0.0006386808337687976,1,191.43016759776538,1126,38,0,0,1,0.00558659217877095,7973,7642,3198,1817,1381,2638,0.9584848864919102,2.389618511569731,1098,1712,1
Stuart Sutcliffe,125311,17966,3399,97,4378,316,14.1,11.73,57.1,10.9,11.37,52.18,11.9,11,0,44,1493.4545454545455,408.97727272727275,3931,863,1752,0.097517533118112,45,0.0025047311588556162,18,118,0.007569854168985862,1,5.566069241901369e-05,1,184.22680412371133,951,45,0,0,14,0.14432989690721648,7919,1797,817,442,375,720,0.2269225912362672,2.1995104039167686,143,200,1
Isengard,199002,11967,2362,62,2863,168,13.7,10.91,66.17,9.5,11.31,50.85,11.0,6,11,23,1809.5,522.695652173913,4983,831,1444,0.12066516253029164,28,0.0023397676944931895,0,128,0.010696080889111724,6,0.000501378791677112,1,192.08064516129033,619,10,0,0,3,0.04838709677419355,7771,578,264,193,71,235,0.07437910178870158,2.1893939393939394,51,48,1
Bronisław Malinowski,225244,24786,4647,155,6396,694,14.8,12.88,41.8,12.6,12.1,54.51,14.3,11,5,46,2061.0,540.0652173913044,9410,987,2443,0.09856370531751796,186,0.007504236262406197,1,256,0.01036875655612039,5,0.0002017267812474784,1,159.30967741935484,714,7,0,0,13,0.08387096774193549,8158,1059,508,359,149,448,0.12981122824221622,2.0846456692913384,47,113,1
