,title,page_id,article_age_days,num_edits,num_editors,num_registered_editors,num_anonymous_editors,num_occasional_editors,revert_count,discussion_count,quality
379,Józef Piłsudski,66951,8000,3634,908,642,266,732,216,923,FA
380,Trinity (nuclear test),60033,8032,3024,1369,781,588,1193,406,381,FA
381,Æthelflæd,47397,8121,1018,354,255,99,295,98,98,FA
382,Æthelred of Mercia,145315,7901,402,152,133,19,130,14,46,FA
383,Operation Uranus,262120,7662,827,444,284,160,388,92,128,FA
384,"Raymond III, Count of Tripoli",308199,7606,436,132,99,33,118,8,39,FA
385,Georg Cantor,12216,8449,2522,1048,573,475,880,423,702,FA
386,Red-throated loon,183580,7803,822,235,198,37,200,100,49,FA
387,Philip I Philadelphus,168070,7838,566,111,101,10,99,9,25,FA
388,Immune system,14958,8332,5444,2421,1118,1303,2143,1305,529,FA
389,Mutual Broadcasting System,187326,7795,1502,383,233,150,310,56,90,FA
390,Mary Rose,19679,8359,2114,978,562,416,824,406,199,FA
391,Mana (series),260841,7664,1441,478,290,188,396,84,359,FA
392,Jimi Hendrix,16095,8283,14046,4316,2521,1795,3619,1862,3262,FA
393,Kuiper belt,16796,8336,3376,1190,720,470,1015,452,536,FA
394,Ursa Minor,31773,8337,1451,738,410,328,649,283,74,FA
395,Saving Private Ryan,28269,8310,7969,3675,1535,2140,3151,1284,694,FA
396,Eadwig,47099,8159,535,294,231,63,251,54,72,FA
397,Tarbosaurus,195481,7777,1374,565,326,239,470,190,194,FA
398,Rhabdomyolysis,236354,7700,1274,473,286,187,404,166,240,FA
399,History of the British penny (1901–1970),208536,7748,542,149,97,52,130,42,43,FA
400,W. B. Yeats,33684,8285,4743,2165,1126,1039,1859,837,603,FA
401,Boeing 757,151995,7884,4198,1355,655,700,1140,829,162,FA
402,The Supremes,147591,7895,2824,993,548,445,813,240,293,FA
403,Naruto,232190,7706,12297,4419,2322,2097,3679,2373,4302,FA
404,Dick Turpin,207940,7750,3074,1182,563,619,1023,605,176,FA
405,Macedonia (ancient kingdom),42012,8157,4093,877,634,243,677,541,2414,FA
406,Assassination of John F. Kennedy,286369,7635,14776,5625,2404,3221,4801,3870,4041,FA
407,Holy Wood (In the Shadow of the Valley of Death),231234,7708,3941,545,332,213,451,74,187,FA
408,Mellitus,20716,8234,584,153,131,22,126,14,66,FA
409,Apollo 13,1770,8312,5556,2012,1137,875,1685,931,1143,FA
410,Japanese aircraft carrier Hiryū,65567,8480,509,276,204,72,244,40,48,FA
411,Actuary,43405,8147,2588,961,458,503,841,360,533,FA
412,Arnold Bax,147152,7896,983,359,256,103,299,46,51,FA
413,Cygnus X-1,86061,7955,1164,510,318,192,457,163,171,FA
414,HMS Queen Mary,300667,7617,494,193,156,37,168,24,40,FA
415,Lindow Man,18356,8278,1359,561,304,257,477,286,103,FA
416,Turkey vulture,194347,7780,1370,687,402,285,598,244,107,FA
417,Eurasian tree sparrow,196148,7776,1056,318,245,73,278,98,48,FA
418,Ahalya,100320,7934,1570,340,219,121,288,110,164,FA
419,Press Gang,24639,8258,614,259,186,73,225,37,47,FA
420,Space Shuttle Columbia disaster,177541,7817,4531,2037,1088,949,1769,695,574,FA
421,Tasmanian devil,31392,8218,3825,1604,814,790,1373,979,428,FA
422,Book of Kells,157472,7867,2178,944,492,452,802,409,212,FA
423,Thomas C. Hindman,293096,7627,721,206,176,30,165,38,105,FA
424,Taiwanese indigenous peoples,53787,8067,3193,935,592,343,772,274,653,FA
425,Tool (band),30978,8282,8898,3703,1340,2363,3215,1886,1145,FA
426,John Diefenbaker,15915,8367,3320,1115,672,443,925,497,383,FA
427,Augustine of Canterbury,2877,8234,1605,576,398,178,487,175,242,FA
428,Sega Saturn,29035,8244,4192,1596,741,855,1343,527,643,FA
429,Norwich City F.C.,248083,7681,10559,3856,1402,2455,3183,1705,211,FA
430,Enceladus,208430,7749,3052,1040,687,353,855,294,511,FA
431,George S. Patton,42090,8156,9678,4202,1902,2301,3576,1952,1046,FA
432,Smells Like Teen Spirit,59993,8307,4921,2084,1036,1048,1827,921,412,FA
433,Tammar wallaby,275553,7645,1440,316,214,102,248,176,87,FA
434,Apollo 4,231432,7707,888,328,236,92,283,86,54,FA
435,Petrified Forest National Park,276241,7644,1127,423,290,133,360,132,53,FA
436,Richard II of England,46531,8126,2150,1036,643,393,894,304,230,FA
437,Geography of Ireland,156486,7870,1535,665,383,282,575,253,134,FA
438,Osiris myth,49471,8107,1083,496,231,265,427,208,97,FA
439,Maurice Ravel,48068,8117,2580,1156,628,528,973,440,291,FA
440,Sex Pistols,30320,8385,7304,2716,1274,1442,2339,1023,613,FA
441,Glorious First of June,176659,7819,635,278,208,71,233,36,119,FA
442,On the Origin of Species,29932,8494,4159,1512,809,703,1319,783,973,FA
443,Caroline of Ansbach,50534,8097,1073,405,278,127,345,69,74,FA
444,Ian Fleming,57985,8045,3599,1422,840,582,1202,581,1366,FA
445,HMS Endeavour,183655,7803,1695,651,420,231,533,250,201,FA
446,Neutral Milk Hotel,299461,7618,2204,1108,494,614,934,330,85,FA
447,Harmon Killebrew,310171,7604,1394,497,331,166,411,79,175,FA
448,Stigand,145875,7900,876,211,165,46,180,39,84,FA
449,Boeing 747,4614,8261,9539,3283,1589,1694,2771,1776,1061,FA
450,Alboin,1575,8345,684,250,194,56,215,21,81,FA
451,Hoodening,307967,7607,419,123,91,32,113,19,38,FA
452,Offa of Mercia,47037,8123,1225,403,282,121,346,125,172,FA
453,Viking metal,71574,7988,1762,754,344,410,645,189,237,FA
454,Samuel Johnson,48594,8114,4039,1430,842,588,1216,454,912,FA
455,Secretariat (horse),62400,8017,2877,1222,589,634,1066,402,396,FA
456,Indiana-class battleship,227294,7714,657,151,130,21,119,25,76,FA
457,The Phantom Tollbooth,178842,7815,2216,1063,413,650,945,534,135,FA
458,Flag of Japan,144954,7903,2881,1101,615,486,952,371,286,FA
459,Chelsea F.C.,7473,8232,20427,5958,3274,2684,4631,3794,1245,FA
460,Thylacine,30388,8297,4965,1965,1043,923,1663,947,654,FA
461,Stonewall riots,29383,8217,3599,1614,848,766,1412,667,943,FA
462,Empire of Brazil,269405,7652,3208,808,509,299,670,391,481,FA
463,Tyrannosaurus,30467,8357,8228,2790,1597,1193,2282,1605,2928,FA
464,Song thrush,184830,7800,911,307,251,56,259,130,66,FA
465,Troy McClure,64906,8338,1480,751,380,371,673,220,165,FA
466,Weird Tales,208827,7748,1101,303,204,99,252,44,111,FA
467,Jack Hobbs,302759,7614,1337,292,210,82,240,80,64,FA
468,Beagle,4368,8302,5314,2632,1180,1452,2290,1471,360,FA
469,Snooker,27378,8431,4133,1525,763,763,1324,581,374,FA
470,Manzanar,46865,8124,3821,854,493,361,729,515,758,FA
471,Aries (constellation),798,8368,1394,733,403,330,636,251,79,FA
472,Betelgeuse,53878,8066,5290,1509,904,605,1275,726,1031,FA
473,Total Recall (1990 film),55325,8056,3068,1675,816,859,1489,323,270,FA
474,Orangutan,22433,8345,5243,1932,1038,894,1609,1363,655,FA
475,Battle of Ramillies,4050,8329,629,330,237,93,288,60,77,FA
476,Maximian,75088,7979,1164,383,268,115,324,55,57,FA
477,Cerebellum,50397,8099,2358,984,512,472,853,369,267,FA
478,Metallica,18787,8291,16029,6324,2973,3351,5254,3157,2199,FA
479,Wolfenstein 3D,33430,8308,2893,1227,641,586,1077,374,255,FA
480,Jaws (film),74830,7980,8392,3466,1504,1962,2978,1723,577,FA
481,Abu Nidal,73331,7983,1115,394,296,98,345,61,172,FA
482,Claudio Monteverdi,6226,8338,2248,842,481,361,722,300,167,FA
483,Oklahoma City bombing,22467,8323,5992,2661,1252,1409,2300,1225,901,FA
484,"Washington, D.C.",108956,8319,13695,4254,2522,1732,3522,1918,2295,FA
485,Apollo 8,663,8503,2593,1047,667,380,891,317,418,FA
486,Percy Grainger,254507,7670,1559,578,362,216,488,129,199,FA
487,Tourette syndrome,56483,8050,5965,1429,748,681,1190,814,2788,FA
488,BAE Systems,200128,7767,3036,1002,595,408,862,380,372,FA
489,Mary II,20709,8235,1714,773,513,260,673,213,224,FA
490,Profumo affair,100422,7934,1184,526,342,184,444,76,135,FA
491,Battle of Rossbach,194791,7779,781,218,156,62,190,20,47,FA
492,Battle of Towton,50236,8100,1006,470,290,180,391,117,79,FA
493,Europa (moon),43127,8289,3915,1770,945,825,1537,721,397,FA
494,Half sovereign,303977,7612,422,121,93,28,107,7,32,FA
495,SS Edmund Fitzgerald,218075,7731,5480,1428,729,699,1182,939,1830,FA
496,Gustav Mahler,65174,8006,4012,1521,812,709,1310,536,534,FA
497,Rotavirus,140968,7913,2330,673,375,298,572,291,406,FA
498,Maya Angelou,288140,7633,5849,2280,1136,1144,1930,985,952,FA
499,George II of Great Britain,46389,8127,2621,1143,650,493,985,363,198,FA
500,Gumbo,289767,7632,1635,894,455,439,776,317,171,FA
501,Eurasian nuthatch,204407,7758,512,188,154,34,164,28,43,FA
502,Alben W. Barkley,92221,7945,1358,627,449,178,531,141,139,FA
503,History of the British penny (1714–1901),208533,7748,397,131,93,38,116,29,36,FA
504,"Bath, Somerset",41523,8158,4044,1622,936,686,1373,483,588,FA
505,Claude Debussy,6260,8332,4783,1958,929,1029,1657,926,738,FA
506,Edward Elgar,10085,8258,3265,1032,641,391,855,425,480,FA
507,Nikita Khrushchev,42558,8153,6213,2680,1431,1249,2317,1003,592,FA
508,Jarrow March,242497,7689,977,417,233,184,351,110,54,FA
509,Sirius,28017,8327,3592,1565,896,669,1324,703,611,FA
510,Green Park tube station,255811,7667,608,241,182,59,211,59,39,FA
511,Wayne Gretzky,33422,8370,7343,2809,1469,1340,2356,1399,1237,FA
512,Astatine,901,8442,2646,963,559,404,836,387,511,FA
513,Mauna Kea,267366,7654,2911,950,536,414,804,467,312,FA
514,Winnipeg,100730,8493,10537,3197,1477,1720,2635,1448,879,FA
515,Western house martin,196842,7775,715,234,194,40,192,53,93,FA
516,"Warren County, Indiana",96057,7941,1017,173,144,29,150,25,45,FA
517,William Wilberforce,50226,8100,6249,2195,966,1229,1864,1293,658,FA
518,Eadbald of Kent,181438,7808,393,150,124,26,131,25,51,FA
519,Ulf Merbold,180824,7810,427,150,117,33,130,10,40,FA
520,Amazing Grace,1395,8356,2962,1516,776,740,1337,398,133,FA
521,Timor Leste Defence Force,161087,7857,748,238,174,64,202,30,49,FA
522,Thomas Cranmer,30502,8349,3060,902,542,360,772,392,274,FA
523,Super Mario World,81114,7965,4393,2068,1026,1042,1801,661,318,FA
524,Billy Martin,287341,7634,1822,711,443,268,601,150,56,FA
525,Tom Thomson,288490,7632,2340,741,348,393,600,437,81,FA
526,Beaver,4399,8261,6685,2702,1413,1290,2283,1441,369,FA
527,Casey Stengel,75124,7979,1651,528,333,195,438,154,115,FA
528,Manchester,20206,8296,11338,3897,2003,1895,3210,1838,1939,FA
529,Ceawlin of Wessex,6778,8293,510,216,174,42,186,39,83,FA
530,Florin (British coin),209060,7747,454,186,133,53,167,32,46,FA
531,Columbia River,5408,8477,3389,900,562,338,750,415,1039,FA
532,Jamiroquai,16516,8158,4195,1429,620,809,1213,328,222,FA
533,Bart Simpson,64300,8441,6722,3371,1515,1856,2942,1511,459,FA
534,George Bernard Shaw,12855,8255,5886,2145,1096,1049,1814,835,742,FA
535,Blood Sugar Sex Magik,196393,7776,2440,1101,462,639,968,304,91,FA
536,Guadalcanal campaign,60026,8417,3417,1289,695,594,1092,373,349,FA
537,Magic Johnson,36753,8158,6560,2705,1296,1409,2338,1127,541,FA
538,George Washington,11968,8267,25040,5920,3663,2258,4718,4000,15916,FA
539,John Lennon,15852,8281,15707,4805,2867,1938,3969,2454,4160,FA
540,Castle,49557,8106,6224,2539,1189,1350,2156,1490,1066,FA
541,California condor,307156,7608,2225,1052,574,478,898,549,162,FA
542,Catherine de' Medici,44154,8142,2986,1233,618,615,1037,349,216,FA
543,Vespro della Beata Vergine,252950,7673,1014,218,151,67,182,49,129,FA
544,Wilfrid,145295,7902,1807,263,220,43,211,51,152,FA
545,Asser,93423,7944,513,217,175,42,191,41,84,FA
546,Watchmen,33816,8274,5803,2640,1199,1441,2300,744,1482,FA
547,Roberta Williams,268015,7653,627,318,215,103,273,44,116,FA
548,Hydrus,13768,8320,678,261,197,64,216,112,28,FA
549,Boeing 767,4165,8325,5719,1504,790,715,1250,867,227,FA
550,USS Connecticut (BB-18),196758,7775,749,209,171,38,171,146,159,FA
551,Harold Larwood,171681,7829,574,238,173,65,210,47,58,FA
552,Aaliyah,2144,8295,11390,3795,1753,2042,3084,1593,930,FA
553,Michael Jordan,20455,8266,13721,4590,2365,2225,3785,2624,2711,FA
554,Jim Thorpe,53869,8066,4261,1737,860,877,1480,902,303,FA
555,Vidkun Quisling,32429,8445,2164,933,599,334,796,142,213,FA
556,India,14533,8280,27936,7382,4535,2848,5801,5872,26669,FA
557,Edward VII,46721,8125,4269,1696,982,715,1470,474,318,FA
558,Oganesson,62200,8018,2738,1105,631,474,961,412,534,FA
559,Power Mac G4 Cube,103791,7927,765,450,257,193,385,82,63,FA
560,USS Illinois (BB-65),192551,7784,567,186,156,30,148,10,128,FA
561,Star Trek Generations,27079,8362,1993,1053,554,499,919,144,156,FA
562,Sonic Adventure,206199,7754,4741,1804,726,1078,1510,508,295,FA
563,Grand Teton National Park,45474,8133,2010,552,362,190,476,181,88,FA
564,Mendip Hills,277049,7643,1059,295,239,56,234,58,128,FA
565,Arthur Sullivan,45280,8134,2303,482,353,129,412,99,262,FA
566,Darkness on the Edge of Town,196819,7775,929,336,214,122,283,53,43,FA
567,Orion (mythology),163895,7847,1817,735,398,337,646,302,321,FA
568,Voting Rights Act of 1965,55791,8054,3372,1289,613,676,1120,570,250,FA
569,Rumours (album),179293,7813,2799,844,471,373,707,204,122,FA
570,Vasa (ship),187604,7794,2039,834,514,320,729,322,517,FA
571,Star Trek VI: The Undiscovered Country,161190,7856,2586,1178,643,535,1007,286,212,FA
572,Garret Hobart,89059,7949,1028,340,255,85,292,56,40,FA
573,Master System,104168,7927,2489,1073,534,539,909,204,278,FA
574,Final Fantasy VIII,52757,8073,3537,1344,657,688,1156,442,553,FA
575,Sennacherib,28334,8187,1568,640,392,249,520,135,112,FA
576,Pedro Álvares Cabral,246843,7683,2478,1104,523,582,950,568,153,FA
577,Japanese aircraft carrier Sōryū,65570,8480,541,254,183,71,223,60,40,FA
578,Princess Helena of the United Kingdom,303055,7614,819,356,241,115,295,71,69,FA
579,Honoré de Balzac,42368,8154,2313,1215,689,526,1086,372,205,FA
580,The Cloisters,299976,7618,3287,371,281,90,302,143,203,FA
581,"Maiden Castle, Dorset",157531,7867,691,268,196,72,228,69,76,FA
582,Computer Space,292879,7627,631,259,171,88,225,84,50,FA
583,John Gielgud,167961,7838,1951,816,549,267,681,174,230,FA
584,California gold rush,58296,8044,6424,2789,1121,1669,2390,2410,592,FA
585,Triceratops,54410,8063,3861,1682,824,858,1466,821,472,FA
586,Wallis Simpson,46854,8124,3423,1300,748,552,1095,283,492,FA
587,Roger B. Chaffee,36595,8158,1094,392,257,135,342,114,108,FA
588,Richard Feynman,25523,8268,5857,2661,1518,1143,2279,861,1149,FA
589,Jomo Kenyatta,171148,7830,3183,1091,584,507,942,336,112,FA
590,"Anne, Queen of Great Britain",46684,8125,3515,1455,827,629,1258,404,579,FA
591,Robert Falcon Scott,25662,8421,4733,2125,963,1162,1794,1087,1024,FA
592,The Dark Side of the Moon,42634,8153,7926,2812,1305,1507,2382,1412,1071,FA
593,Norman Conquest,68832,7995,3850,1593,742,851,1385,683,376,FA
594,Final Fantasy VI,52755,8073,3932,1420,728,693,1185,426,853,FA
595,Battle of Vimy Ridge,70435,7991,5172,1863,793,1070,1537,1295,454,FA
596,"The Adventures of Brisco County, Jr.",200500,7767,1041,385,236,149,321,67,128,FA
597,Benjamin Tillman,200643,7766,1505,520,307,213,443,148,86,FA
598,Ferugliotherium,216717,7733,146,70,62,8,58,9,19,FA
599,Harold Pinter,89530,7948,5227,948,673,275,816,187,1808,FA
600,Leg before wicket,286694,7635,650,281,168,113,247,67,88,FA
601,Battle of Sluys,222959,7722,751,328,230,98,287,70,73,FA
602,Charles Holden,278015,7642,651,189,155,34,164,35,55,FA
603,Enrico Fermi,10264,8231,3720,1624,895,729,1393,634,587,FA
604,Ghostbusters,205013,7757,7387,3215,1405,1810,2788,1067,360,FA
605,Georges Bizet,67955,7997,1856,863,500,363,742,373,166,FA
606,Andrew Johnson,1624,8310,8178,3281,1568,1713,2785,1882,390,FA
607,"Ed, Edd n Eddy",306392,7609,8792,2453,1161,1292,1870,882,555,FA
608,Nadezhda Alliluyeva,179304,7813,664,373,245,128,333,67,54,FA
609,"Humphrey Stafford, 1st Duke of Buckingham",245170,7685,1203,247,202,45,200,53,75,FA
610,Coenwulf of Mercia,145817,7900,493,168,144,24,139,20,61,FA
611,William H. Seward,81455,7965,2472,1091,622,469,945,403,104,FA
612,Star,26808,8312,5114,2230,1216,1014,1915,1488,833,FA
613,Angkor Wat,189351,7790,4388,2053,1021,1032,1771,1017,348,FA
614,Big Star,148003,7894,1481,528,307,221,451,80,112,FA
615,Evolution,9236,8269,15310,4222,2689,1533,3278,3401,23788,FA
616,Apus,1933,8319,594,277,221,56,237,40,26,FA
617,Caesium,5879,8321,2971,1249,707,542,1093,461,353,FA
618,Macintosh Classic,128158,7918,698,320,213,107,266,68,82,FA
619,American goldfinch,40673,8158,1208,526,327,199,445,202,96,FA
620,Cucurbita,144759,7903,1867,357,263,94,302,71,451,FA
621,John de Gray,155851,7872,570,116,100,16,96,19,28,FA
622,Taiko,8715,8279,2469,793,405,388,676,173,158,FA
623,Tom Swift,52840,8073,1716,517,301,216,419,282,388,FA
624,Five pounds (gold coin),224880,7718,266,75,64,11,65,7,19,FA
625,Eric Bana,177032,7818,2245,1241,635,606,1083,283,125,FA
626,Jack L. Warner,88492,7950,2104,605,388,217,530,140,140,FA
627,Death on the Rock,273808,7648,453,186,146,40,160,32,39,FA
628,Canis Major,6366,8320,1310,597,380,217,515,221,63,FA
629,Torture,47702,8119,6750,3009,1500,1509,2560,1159,307,FA
630,"Once More, with Feeling (Buffy the Vampire Slayer)",251815,7675,1404,656,357,299,574,103,184,FA
631,Madagascar,18964,8479,8163,3781,1956,1825,3239,1777,691,FA
632,Common tern,239842,7694,839,241,204,37,210,24,36,FA
633,Iguanodon,228798,7711,1601,535,334,201,459,159,348,FA
634,Pixies (band),23726,8358,4841,1849,824,1025,1617,656,414,FA
635,Carillon,87440,7952,2001,699,447,252,583,69,147,FA
636,Black-necked grebe,203821,7759,486,208,188,20,179,18,29,FA
637,Persecution of homosexuals in Nazi Germany,42402,8154,2217,1034,638,396,907,313,364,FA
638,Existence,9302,8427,2206,867,502,366,760,306,464,FA
639,Tichborne case,262875,7661,985,319,229,90,267,106,105,FA
640,Bird,3410,8326,7284,2522,1580,942,2081,1319,2331,FA
641,Godsmack,165908,7843,4919,2028,775,1253,1724,587,385,FA
642,Quark,25179,8332,5616,1731,875,856,1509,879,1426,FA
643,Jupiter trojan,30972,8283,883,326,250,76,277,120,159,FA
644,McDonnell XF-85 Goblin,307179,7608,594,220,144,76,191,54,39,FA
645,Pelican,69785,7993,2927,1218,685,534,1067,585,238,FA
646,Justus,16425,8238,642,202,163,39,183,34,60,FA
647,Angela Lansbury,165527,7844,5551,2278,1138,1140,1923,491,450,FA
648,"George Town, Penang",160728,7858,2770,719,463,256,565,203,189,FA
649,Stegosaurus,192790,7783,3404,1410,738,672,1223,667,332,FA
650,Blue whale,4925,8211,4494,1833,1138,695,1554,790,808,FA
651,Anne of Denmark,57101,8049,1661,484,340,144,411,58,199,FA
652,Abdication of Edward VIII,167335,7840,1581,515,350,165,432,88,243,FA
653,Bristol,36741,8187,6223,2319,1251,1069,1935,877,536,FA
654,Franz Kafka,10858,8287,6879,2686,1398,1289,2280,951,993,FA
655,London Necropolis Company,250016,7678,178,99,88,11,88,7,58,FA
656,Nauru,21302,8434,3881,2083,1270,813,1823,496,274,FA
657,Common chiffchaff,232924,7705,707,258,211,47,221,48,38,FA
658,Antiochus XI Epiphanes,168270,7837,413,114,92,22,103,12,20,FA
659,Steve Biko,28320,8308,2963,1141,609,532,982,325,299,FA
660,Kenesaw Mountain Landis,16812,8331,1405,457,292,165,389,103,112,FA
661,Bobby Robson,68685,7995,2533,969,545,424,824,227,241,FA
662,William III of England,47387,8274,4477,1866,1003,863,1600,713,487,FA
663,Ælle of Sussex,2233,8291,531,238,196,42,201,54,145,FA
664,Coinage Act of 1873,180923,7809,440,184,125,59,162,28,40,FA
665,Demetrius III Eucaerus,84156,7960,686,121,104,17,103,19,25,FA
666,Blackbeard,4572,8269,5130,2410,1148,1262,2101,1029,732,FA
667,Julianne Moore,243685,7687,3705,1615,803,812,1367,448,170,FA
668,Vega,32712,8249,1927,837,524,313,708,305,190,FA
669,Benjamin Disraeli,3875,8399,4035,1551,939,612,1316,471,361,FA
670,National anthem of Russia,284384,7639,2429,1021,578,443,875,307,223,FA
671,USS Nevada (BB-36),189945,7789,1600,420,309,111,351,81,223,FA
672,Grand Duchess Anastasia Nikolaevna of Russia,75392,7978,4898,1986,848,1138,1701,1146,550,FA
673,Californium,5676,8442,1770,815,465,350,704,338,235,FA
674,32X,29028,8244,1436,681,359,322,598,168,129,FA
675,Rhys ap Gruffydd,26532,8158,564,214,170,44,177,34,59,FA
676,Buckingham Palace,3969,8371,5702,2380,1194,1186,2028,1357,853,FA
677,Quagga,25229,8319,1958,931,509,422,820,343,126,FA
678,Rogers Hornsby,264228,7658,1474,499,331,168,423,79,67,FA
679,Star Trek: First Contact,27097,8294,2638,1195,654,541,1023,217,294,FA
680,Main sequence,19605,8368,1214,592,348,244,531,194,153,FA
681,Dream of the Rarebit Fiend,84806,7958,744,166,113,53,143,65,41,FA
682,The Legend of Zelda: Ocarina of Time,165561,7844,9051,3666,1522,2144,3080,1540,1446,FA
683,Warren G. Harding,33060,8491,8963,2985,1605,1380,2552,1300,963,FA
684,Gillingham F.C.,165278,7845,4960,1453,544,909,1187,458,117,FA
685,W. Somerset Maugham,33187,8433,2105,980,582,398,861,167,329,FA
686,Amphibian,621,8513,4455,2017,991,1026,1723,1190,282,FA
687,Caspar David Friedrich,5654,8444,2255,659,426,233,552,252,441,FA
688,Bivalvia,202240,7763,1591,602,381,221,514,166,136,FA
689,Ælfheah of Canterbury,2110,8342,858,302,237,65,258,54,111,FA
690,Nick Drake,80521,7967,3446,1375,740,635,1163,366,474,FA
691,Perfect Dark,198435,7771,2583,918,477,441,798,269,301,FA
692,Solar System,26903,8268,11741,3352,1835,1517,2784,2097,4164,FA
693,1956 Winter Olympics,211869,7742,1123,356,276,80,293,49,42,FA
694,Edgar Allan Poe,9549,8309,6931,3000,1649,1351,2496,1450,1279,FA
695,Noble gas,21140,8261,3359,1474,715,759,1308,745,308,FA
696,Dengue fever,39669,8165,4123,1625,833,792,1422,487,707,FA
697,Henry I of England,14179,8304,2714,1297,759,538,1112,469,169,FA
698,Patrick Henry,76747,7975,3619,1489,702,787,1246,942,359,FA
699,J. Robert Oppenheimer,39034,8158,6293,2375,1276,1099,2055,914,1195,FA
