,title,page_id,doc2vec,quality
1193,Mary Anning,38334,"[-0.58022654 -6.703154   -5.250577   -1.6687453   4.0912914   0.46145982
 -0.1721146   6.116095   -0.9246192   5.951576    4.075225   -1.793287
 -2.2202504   3.9546013  -1.2646236  -3.0358987   0.22074746  3.5172858
 -2.1439657  -0.8179504  -0.78359246  3.432786    1.2622439   1.9524366
 -3.5337431   4.608704   -2.468963   -1.3843626  -4.3263183  -0.813025
 -2.3774326  -0.91912204  1.876936   -1.3212782   1.8231578   0.75411534
  4.6937695  -3.0886986  -2.2585344   2.125117   -0.6374585   2.299885
 -0.44391108 -0.44981205 -3.2389002   3.1346896   2.2834284  -1.0116582
  1.4222268  -0.7357802 ]",1
1194,"Stephen, King of England",28953,"[ 1.5193888  -4.3492146  -1.7777795   1.8770238  -0.42889255 -2.0216606
 -1.0938174   3.9643703   0.27882347  1.1685785   3.7932558   2.2761366
  0.2780997  -0.6512365   1.9974029  -1.8916103  -2.925386    2.279521
 -4.741942    5.2290425  -7.549164   -0.32753032 -0.96897274 -0.6269105
 -4.3106737   6.352678    1.056515   -3.2063217   5.5545163   6.6113787
 -2.6824093   7.129993    1.2807367  -2.3686745   1.608928    7.525663
  0.67906666 -4.8857865   5.1197095  -1.4739987  -5.3035727   5.7394905
 -0.4155677  -3.6444478  -2.154714    9.067025    1.1880581   1.9913417
  3.3241146  -6.3778996 ]",1
1195,James G. Blaine,16208,"[-4.20656    -4.204435   -1.4352925   1.1490686   0.18089642 -2.4439583
 -2.143229    0.02389166 -3.3467135   1.1338558  -3.2530448   5.3309636
 -3.3068514  -2.5465646   3.1081612  -2.1377532  -2.0763714   5.359338
  1.093039    1.1545609   1.2836447  -2.3027945  -3.941372    0.60567594
 -2.445287    0.15698522  2.1616397  -3.0878851   1.6716291  -0.787158
  2.7518554  -4.638944   -2.4024053  -3.667578   -1.0952322   1.9289557
  5.1528664  -2.831717   -5.0406137  -3.1728604   1.7527512   1.3548949
 -1.3157501  -3.0017037  -2.6359801   6.183806    2.3790498   0.22907935
  2.0928216   2.3306148 ]",1
1196,Las Meninas,222127,"[-5.8192      0.50397104 -5.73852    -0.04790494  2.4742606   0.67268336
  0.12165377 -2.3192477   1.1952986   0.7974762   3.5121713   1.6510913
  1.2704054  -0.3029079  -1.36528     0.62865883 -2.248066   -2.8973632
  1.2924846   4.898343   -0.44947147  1.2734971  -2.3575387  -2.1332922
 -7.916346    2.880407   -2.1693149   1.3189303  -6.861727    2.5193262
  1.1913744   4.031592    2.9935346  -0.17359608  5.148236   -0.67454654
 -2.8593922   0.63628227  1.7941705   2.7021694  -2.5321422   5.873027
 -1.3282452  -6.3048735  -2.3017688   1.5332507   4.425154    0.23640542
  3.845873   -4.916272  ]",1
1197,Niandra LaDes and Usually Just a T-Shirt,266477,"[-3.220905   -1.7490381  -1.8511996  -5.320823   -1.4498782   1.9419448
  1.0391706   1.5089204  -1.4487083   1.9595646  -0.12709159  1.1932666
  0.04220635 -2.8356824  -0.853062    0.92724675 -0.850846   -0.711904
 -1.6636618   1.4504306  -0.00878928 -3.6853642   2.3923697   1.0023575
 -1.4983995   0.8272402  -2.6008732   1.2415847   0.20398311 -2.2219622
  1.9379317  -0.22062168 -0.24565817  3.5094724  -0.30057895  3.685145
  2.686266   -2.016653   -0.17488416 -0.11270744 -2.1426146  -1.903807
  1.3334519  -2.5765173  -1.9219692  -0.30142406  1.5510312   1.0055391
 -0.8870546   0.47491747]",1
1198,Epacris impressa,61363,"[-0.31706786 -1.7077713  -6.950749    2.2940216   2.2732208   0.651514
  5.4533324   1.4861571  -0.03696043  1.1608254   3.1436346  -3.514346
  0.33929285  0.81481695  0.22386749 -3.9103863   1.0622312   5.193085
  1.1101133  -2.7215774  -1.421264   -0.06587049  0.6523951   0.65239704
  1.9615704   0.4847178  -0.3958291   0.00716191 -5.3063235  -3.4967399
  5.327176   -3.1429043   0.13671337  0.7525194   0.5469815   1.4193974
 -0.43062755 -2.9385989  -0.40720403  0.02751938 -3.044851    0.19198215
 -0.7253152   0.89540565  2.9099164   5.2922044   2.910191    1.5707049
  1.122606    0.312177  ]",1
1199,Jacques Offenbach,65414,"[-4.455206   -5.541579    1.8190707   2.6641583   1.4332479   2.5147924
 -2.070146   -5.74589    -1.4424586   1.0352173   0.08019234  1.4090067
  2.4069881  -1.1625321  -3.6279209  -1.7798384  -0.42731354  2.0529938
  2.0064614   2.2749107   0.7363518  -1.3921537   0.46722803  0.01027339
 -3.706875    1.5856098  -7.0308056  -1.39045    -3.2477875   1.9549955
  0.46008822  4.9501877  -0.6700307   4.72149     3.6228418   1.1835185
  9.886859   -4.5156116   6.268833   -0.8549261  -2.2602205   4.0899844
  1.5249244  -6.136988   -1.6757725   4.9843616   4.032835    6.972924
  0.9567223  -4.781924  ]",1
1200,Fort Ticonderoga,46710,"[-2.2803817  -2.0289638  -0.7093345   1.7550219   3.3424437  -3.274952
 -1.1346412  -3.6466844  -2.7919965   3.507622    1.4100057   1.9749553
 -5.229333   -0.89436185  3.9774356  -0.6972674  -2.1890721   2.0652816
  0.6890445  -0.5704152  -1.0072032   1.2407712  -1.5973781   0.26120967
 -1.543271    4.5082483  -2.6715977  -1.5698122   3.444448   -2.338786
 -0.23792984  3.354965    1.311673   -4.984864   -0.9084489   1.0734171
 -0.81685764 -2.134001   -0.9754727   2.3609543   1.1239765   6.067868
  1.9685109  -3.5030098  -0.30391297  4.4098225   1.4360409   4.5198455
  0.11709902 -0.08837149]",1
1201,Ronald Reagan,25433,"[-7.076016   -2.7093675   3.2800353  -0.16395889 -3.3934371  -2.0511847
 -0.46864897  1.8459494  -4.7319613   1.8958097  -2.7228053   6.0016313
 -1.8830553  -3.018961    2.3040879  -0.26012918 -2.098493    3.2032032
  0.02553444  1.4419088  -0.16630325 -4.067991   -2.567452    1.9214265
 -1.8725009  -0.35661304 -0.65774834 -0.43622002  1.3089173   1.2928494
  0.01585081 -3.4332283   1.7227795  -1.0130606   0.58452666  2.6125686
 -2.3786144   0.7494952  -8.038811   -2.623831    2.407933    0.7803798
 -1.2996978   1.302439   -0.22970885  2.358982    1.4846908   1.3199621
 -0.57450193  1.655972  ]",1
1202,Japanese aircraft carrier Kaga,65568,"[-3.0117757  -0.6920998   2.3776352   0.7857787   0.6869134   2.3265438
  4.9937387   5.317038   -0.03682994 -0.8992511  -3.005716   -0.12412723
 -3.7783039  -6.263549   -1.223848    1.1564547   2.8762424   0.72405
  1.0106577  -0.28770924 -2.427743    2.0028112  -2.129704   -0.9281224
  2.8719049   2.9714181  -5.0780516  -7.597947    4.9352007  -3.8901403
  1.6437325   0.15928523  1.7697313  -3.2408879  -2.924904    2.2381952
 -1.6637738  -0.5371573  -2.5635414   0.9676899   2.4549158   5.417412
  0.20690645 -7.0528665   3.7559674   0.47253764  1.9046333   3.9335637
 -3.4799342  -0.05857855]",1
1203,Archimedes,1844,"[-2.1263678  -1.973843   -2.8340418   2.269313    1.2649312   1.1564112
 -0.5630257   1.6618923  -0.3299883  -1.5715905   0.165315    0.34226748
  1.1141739  -0.5061714   1.2679734   3.21737     4.8032994   0.02029355
 -3.0909224   1.4878777  -4.872926    4.957293   -2.240612   -2.7507794
 -1.426256   -1.3284451  -1.1309763  -3.184984   -3.8978796  -5.405442
 -1.2964951   0.62876713 -0.946355   -2.7357755   3.4065495   5.677677
  1.3290854  -2.560758    1.3537343   6.4960303   4.8614016   5.9477468
  1.634772   -2.1874065  -2.1240323  -0.03985191  1.8086395   2.7006426
  5.591932    1.4275438 ]",1
1204,James Joyce,15600,"[-5.3270884  -6.1096635  -0.7109537  -0.474351   -0.41546127 -0.5613222
 -5.3774858  -2.7272234  -0.842795   -0.08426478 -0.21449047 -0.7653225
 -0.19226247  2.2701225  -1.9604108  -2.672789    1.6880815   0.39145127
  1.3718865   1.1692821  -1.3848825   0.9655856   0.09851131  2.695798
  0.28849655 -1.0096998  -4.689893   -1.8127841  -0.04069587  0.39394844
  2.851846    3.4591384   0.65275747 -1.9479493   3.4805367   2.2097921
  6.9177914  -4.3835783  -1.5093238  -1.2485324  -5.8891215   3.6634872
  1.2739788  -1.9249086  -2.0031419   3.1929495   4.1275296  -0.88273025
 -0.42800266 -4.383007  ]",1
1205,George Lansbury,166964,"[-4.5049934  -5.5868263   0.31560043  0.94590926 -0.5156312  -3.9249022
 -2.8211675   0.9674496  -0.39056742  1.9276353  -0.53151685  6.6359096
 -4.928333    3.9580588   1.7893331  -5.305886    2.1677692   2.3527818
  3.3850927   2.6377504  -4.004489    0.2990165  -0.43557402 -2.2081392
  1.4024733   0.6924155  -0.99689776 -1.9653798  -1.9786049   3.6032653
 -1.335842   -2.6979656   0.59764785  1.9929613   2.2820094   1.2811669
  3.961542   -3.2813718  -2.2156737  -3.482838   -3.3419857   1.3567696
  0.23042747  0.21602751 -1.4809071   5.36959     2.1139505   2.2119863
  2.4725096  -2.1285064 ]",1
1206,New Romantics (song),203302,"[-1.284538   -0.692241   -0.67771983 -2.931954   -4.025452    2.5712354
  0.4962432   0.36502898  0.48691428  1.1708418  -0.32626742  3.4293337
  0.36224544 -4.025208   -2.6685562  -3.1035671  -0.14018627  3.3723114
 -1.0509626   1.3618506  -1.2389244  -1.0091496   0.62127525  1.9689575
 -0.10373228  0.80358744 -3.6179142   1.0894877   2.4294407  -1.0665346
  2.1167405  -0.861179    0.22352675  3.3206573  -1.8503293  -0.10907574
  1.8830848   0.70997024  2.1682234   0.7800437  -0.74372196 -1.0361491
 -0.0778116  -2.0249584  -1.1148692   1.5163679   0.26190716  1.1563163
  1.5242729  -1.981942  ]",1
1207,John Calvin,15930,"[-2.476547   -1.7406067  -4.7712975   2.2257953  -2.3774252  -0.51135486
 -3.0272362  -4.1762476  -3.7021356  -0.7528626  -1.0353196  -0.11314256
 -3.841332    3.6726801  -2.2285538  -0.26734373  2.5187247  -0.92461747
  2.173327    4.358696   -4.165325    2.1856785  -2.3835216  -0.07825409
 -2.9471657  -2.1115615  -1.8179402  -3.4457672  -2.003807    2.1794283
  5.032219    3.2545345  -3.255921    2.0634158   1.5437704   5.6056724
  2.9452639  -6.753194   -0.29319927 -4.1136513   0.8525088   4.775288
  2.8809803  -1.7087433  -8.627651    4.2744627   1.1284698   4.0027122
 -1.761598   -2.2134695 ]",1
1208,Technetium,30041,"[-5.399702    0.37319717 -1.465966    3.1373394   0.97131294  3.09277
  3.5291686   1.8355666   0.2521778   1.1664096   0.42096436  0.78386575
 -3.2400055  -2.148412   -2.4772656   2.641457    2.4933646   2.3223672
  2.8106954  -3.4504256  -1.2994434  -0.32624382  0.9434695   1.921746
 -0.95998996  1.216386   -4.2700624  -0.95723283 -4.53108    -1.3487754
  2.1053417   1.2173117   2.5032678  -4.5405006  -1.9776645   6.520554
 -1.7561979  -5.689418    1.1584675   1.0455637   5.0447865  -5.812067
 -0.42945606  0.20917597 -0.28243852 -1.8497326   2.4874926  -0.44595626
 -0.58068556  0.2377654 ]",1
1209,Æthelbald of Mercia,84137,"[ 2.282273   -2.6037066  -3.3839972  -0.4696242  -0.10146431  0.2958077
  4.1190443   2.4909914  -0.03718554  0.631451   -0.4072401   1.8503596
  1.24916     1.9736948  -0.02190614 -1.5457308  -3.724217    0.30167556
 -2.2926714   5.3782005  -4.1245227   2.9937139  -1.1000445   0.50200784
 -1.7457843   3.5890214   0.2898719  -0.6175514   0.5891111   1.4222132
  1.9067332   3.9012685  -3.4024284  -2.324729   -0.39311758  4.1220484
 -0.18248779 -3.1446495   1.7174624  -0.1334062  -3.5325396   1.3768853
 -1.7520312  -5.311457   -3.9463282   2.899973    0.50725335  0.51323265
  4.1011486  -1.2115321 ]",1
1210,Ryan White,44990,"[-3.304369   -2.2732205  -2.8825872  -2.350688   -3.6973934  -0.9014506
 -0.5230978   1.4946944  -7.85701     2.0898187  -2.8455517   0.83379
  0.27833986  0.7566889   1.2786163  -1.0614327  -1.8332679  -0.54923207
 -2.3650973   1.4321973   0.8044774  -3.5963352  -0.58468544  2.179923
 -0.20262012  1.479211   -3.6267774  -0.6731619  -0.8891597   1.2276832
  0.69262147 -1.5228012   1.6765974  -0.7967567  -0.43914673  2.0170555
 -0.48810437 -0.34902415 -4.2400255  -2.0595138   1.9944899   0.27285025
 -1.9435693   2.0834165  -0.59032035  3.486658   -1.1707065  -2.0325692
 -0.97882015 -0.59209067]",1
1211,Antbird,263286,"[-1.743166    1.16551    -6.772175   -1.497416    2.0809348   0.328029
  3.5402417   4.3102493  -0.23501694  3.383296    1.0399635  -4.159904
  2.0278864  -5.339736    2.1760023  -4.2276692   1.2250898   0.87622195
  0.14859094 -5.2479525  -1.3846221   1.7490257  -0.900988   -0.9045734
 -1.2269558   0.08065557 -0.25925204 -2.9996526  -3.3277204   0.10459247
  2.4543767   1.6173713  -1.9257573  -1.057334    0.14348152  3.456154
  0.48517618 -3.8614602   0.6321975  -5.4185514  -1.1274704   0.9178779
 -1.4054469  -1.3536729   6.2427087   4.6579075   5.3496194   0.9652373
 -0.9046912   0.2371821 ]",1
1212,Platypus,23749,"[ 0.70675635 -0.14103541 -5.7791743  -1.9106691   1.1197525   0.8473545
  5.4485607   8.007754    0.28880733  3.9161804   2.6415915  -0.9285779
  0.4594505  -0.78992695  0.32644075 -5.520538   -0.06782404  4.2322936
 -4.381162   -2.8443518  -0.4403833  -1.1023618  -1.6649815   0.32449293
 -1.3140929   0.4454025  -0.19982511 -1.176028   -1.5165287  -1.820134
  2.4805453   0.93151397  0.6855666  -0.38332546 -0.8650953   1.2021418
 -2.575155   -1.2071598  -0.7940841  -0.06405222  0.276375    0.74353373
 -0.17623076  0.41893405  1.4806944   2.4040046   4.568045   -0.98045105
 -0.7413427  -1.4736354 ]",1
1213,P. G. Wodehouse,63342,"[-3.0672734  -6.191584    3.556276    0.64121366  1.0999115   0.74526536
 -1.2757565   0.49255922 -1.1956164   1.0172992   0.49444386  2.8099031
  0.54572743  0.14089073 -1.9621453  -5.175784   -0.88528496  0.32061392
  0.53705204 -0.305901   -0.4757376   1.2231596   1.4971099   3.0964124
 -0.193935    2.5082936  -2.528091   -3.5954103  -2.7889216   1.3605305
  0.9669417   2.831768    2.20931    -0.22332078  3.5974355   0.80842084
  5.699147    0.42047632 -3.2615669  -0.07063051 -6.6208572   2.3142867
  1.8612028  -3.1298084  -1.3475865   2.6618168   4.581301   -0.16301289
  1.8652856  -3.744702  ]",1
1214,Premier League,11250,"[-3.976372   -0.6495284  -3.1345396   3.4906418   2.5232904  -2.1350818
  2.6184466   3.3254917  -1.2123901   5.067192   -0.8569035   6.6611156
 -0.5769424  -3.8057861   1.8397436  -1.0393548   2.1012223   2.049542
 -3.602039    4.8976755  -6.66211    -4.714436    5.083953    3.4830685
  4.529324   -1.5375956   0.09790608  1.7830877  -2.2460392   1.5609416
 -3.0480971   2.207888   -1.9910775   3.3210702   2.268163    0.13930993
 -2.8896217   0.5391166   5.015183   -4.5925436  -4.6814165   0.52425987
  1.3789928  -0.42790568 -0.13543788  0.10551609  2.6483989  -0.42619395
  3.733814   -9.339053  ]",1
1215,Stanley Holloway,158990,"[-4.377907   -5.850931    0.67765075 -0.5069209   1.0833185   1.7238938
  0.00700009  1.7112474  -2.1764677   1.5740724   0.4259724   3.8071768
  0.6238495   2.0995245   0.24849446 -2.699728    1.6730589   2.7488892
  0.22810748 -1.7787662   0.8184286  -2.4206097   1.0613489   2.3318717
 -0.54502314  5.093657   -2.046567    0.73909175  1.2487932   1.8388296
 -1.3139242   2.318533   -0.53035384  1.5523486   4.935066    1.7051485
  6.1403785  -0.69757444  0.37425494  0.5174395  -5.2007504   1.8982235
 -2.3144155  -1.5207664   1.2267458   1.1504757   0.88849247  2.5992794
  3.4372008  -2.679323  ]",1
1216,Bernard Quatermass,292186,"[-6.7244167  -2.3256693   3.5922122   1.9161963  -2.3965104  -0.8472149
 -0.596122    5.211367    2.7538793   2.7025979   0.8645339   1.8338227
  0.49364713  0.6230869  -0.5002527  -0.49263114  2.718337    0.10237318
  1.2773497  -1.8164902  -0.36663696  3.9335334  -0.2300001   3.4475226
 -1.1858472   2.9564493  -2.9886088   0.83917695 -0.356463    0.73653984
 -3.5669618   1.9154556   3.0669727   0.56256443 -0.45308533  4.0925937
  2.196177    0.39525133 -2.0372012   2.1617825  -3.0637796   3.6175513
  0.5655065  -1.9609146  -2.8435347  -0.39291194  1.4953234  -1.7031935
  2.1783195  -4.1392374 ]",1
1217,Chariot racing,265965,"[-1.7125312  -0.597893   -2.8242483   6.8233047   2.7567003  -2.002257
 -0.7372379  -0.8239672  -2.744826    1.4552369  -3.2732294   1.282247
  1.2147776  -1.8855369   3.384948   -1.058032    0.8149421  -1.8022614
 -5.58636     2.1366787  -4.960121    2.1066234  -3.2764761  -1.4035292
 -3.371325   -3.1558025  -2.195815    0.44439018 -1.2647945   5.2019753
 -3.2676504   4.4425654  -4.5130796   5.612034    1.1972754   1.6790171
 -1.0186521  -1.1233763   0.54038155  1.4961746   1.5706517   2.2482326
 -3.778064   -2.8204396  -0.40237162  3.6366231  -4.4576573   2.93038
  6.0527563   1.7689633 ]",1
1218,Death Valley National Park,46793,"[-1.8854296  -3.6438956  -2.6668003   0.39260668  3.1220446  -0.7478196
 -0.7775805   1.5763777  -1.4668329   5.499109    2.3784626   1.9895287
 -2.9181669   1.2275013   1.52588    -0.8717998  -1.0810059  -2.370013
 -0.7664951  -2.9626732  -3.4697587  -4.2451696  -0.9868119   3.824817
 -0.92051524 -1.520232   -1.4615831   2.0243728  -2.2554333  -3.3766007
 -0.68370086  0.30010673 -0.5350753  -2.8508804  -3.0812309   1.3216077
 -2.1319964  -3.51913     0.5301395   3.0991323   2.645504   -1.2230667
 -3.3843143  -1.8615956   0.8353989   1.8340846   0.9659071   1.8991979
 -1.5678874   1.1823666 ]",1
1219,The King and I,60862,"[-0.7699482  -4.795178    0.6811777  -0.62308466 -4.0683374   3.663991
  2.3680396  -3.5155828  -4.330972   -0.13301638  2.1222131   5.46878
  4.2327604  -1.9681367  -1.5848305  -5.3556795   0.23184575  4.0618796
  3.2846427   0.02214246  3.3366485  -4.4202433  -0.7338097   0.94847804
 -7.1259785   4.8441563  -1.0864772  -0.9553136   0.44993034  2.378172
  1.1216795   4.1948795   1.3907175   1.9121405  -0.3407918   3.232371
  3.3036058   1.7165008  -1.3513259   0.8596751  -5.490848    3.7740805
 -2.693813   -3.0757365  -1.191611   -0.4808518   3.7378662   1.9270728
  3.330426   -2.011083  ]",1
1220,Shunzhi Emperor,263101,"[-3.7510076   1.7481084  -8.223899    9.785856   -0.17512518  4.225176
  6.0018296  -1.2058833   0.19270594 -0.7304463  -1.1703225   3.1824415
 -0.70436203 -2.1039023   3.8448334  -0.9582474   2.262691   -2.8213513
 -3.8943686   6.38547    -0.5100188   3.326896   -1.7309681  -5.417602
 -3.1708944  -0.2798875  -4.043681   -5.3169713   5.0585465   2.0842357
 -1.5486453   2.8459263  -3.776611    3.732728   -3.5273075   1.7902461
 -1.400825   -4.812602   -5.899918    1.2537502  -0.5690696   0.31774044
 -2.5060344  -6.320291   -1.7071255   2.7286735   0.88784486 -2.1670246
 -2.5183377   3.7703743 ]",1
1221,Surfer Rosa,238429,"[-2.5247085e+00 -1.4513686e+00 -1.0961343e+00 -5.2582240e+00
 -2.2538829e+00  1.1142509e+00  1.0551414e+00  1.8823206e+00
 -1.5044954e+00  2.7278535e+00  3.3213558e+00  2.8281698e+00
 -1.5253956e+00 -4.7117605e+00 -1.9950328e+00  1.4781369e-01
 -5.4218048e-01  6.6096133e-01 -6.3769795e-02  5.9741342e-01
  5.3299874e-01 -1.3825107e+00  3.0782189e+00  1.3259321e+00
 -1.4759908e+00  8.0415148e-01 -2.0116191e+00  4.2858031e-03
  1.0405166e+00 -1.6333718e+00  1.5254897e+00 -6.3572258e-01
 -1.5523502e-02  2.3563409e+00 -2.1123474e+00  2.1953058e+00
  2.0465629e+00 -2.7850235e+00  5.5446591e-02  1.6139402e+00
 -5.6352621e-01 -9.3901986e-01  1.6172490e+00 -3.7076936e+00
 -4.2633419e+00 -7.3756009e-01  2.0666211e+00  8.3664399e-01
 -5.1004654e-01 -9.8677003e-01]",1
1222,Charles I of Anjou,39833,"[ 1.3098569   1.4592493  -5.7388034   8.875047    1.4647733   0.5846611
 -4.0604033  -0.7636758  -2.1070952   1.4453143  -0.5962691   3.4283152
  2.7563179  -1.8133807   0.3273528  -0.7652462  -0.46201468  0.8952056
  0.20237169  3.0594702  -4.4709606  -1.8466301  -0.6445936  -4.2991943
 -1.3506098   1.5721036   1.243088   -3.1879468   2.4829473   6.7890005
  1.3953434   5.9074426  -1.6668067  -1.6458309   0.9957307   7.337046
  1.1347631  -6.1801734   1.4888018   1.5287     -0.5192602   8.16923
 -0.29776803 -6.002865   -2.683634    6.6681833  -0.5891461   3.9096966
 -0.26157847 -4.965655  ]",1
1223,Globular cluster,12866,"[-4.0376086  -0.61312294 -3.2004008   1.4538172  -4.4787483  -4.2259493
  0.73636645  1.8923844  -0.60903287 -0.8552838   2.0963812  -0.94852406
 -1.5432261  -3.7054522   5.583343    0.8939344   6.885612   -0.03241421
  0.25202194  2.9799511  -3.883152   -0.46874353 -5.010566    3.7135377
 -0.70906657 -0.17782539 -6.1372933  -3.2577457  -6.808639   -0.29576632
 -0.61750084  3.0215569   3.4273527  -6.0177484  -0.28902802  3.581463
 -1.9580468  -3.5922825   1.831644    1.8833712   2.3124058  -1.3637673
 -3.2746525  -1.16223     0.21936126  1.1760141   1.6996225  -1.0646951
  2.89737    -3.235655  ]",1
1224,Battle of Zama,164286,"[-0.7247582  -0.9585892   0.49964622  5.276043    1.9096489  -2.3433473
 -0.56119657  1.0902953  -1.5542487   0.69789445 -1.1121489   2.9574199
  0.08398787 -6.490441    5.143715   -0.25296602  1.4775022   1.1083542
 -4.2632484  -0.8161125  -4.9888186   2.7646067  -3.7871592  -4.678043
 -2.0161655  -0.9392743  -2.954705   -4.1903243   3.371619    3.4981446
 -0.32816756  8.656602   -0.78751063 -4.928456    1.6924946   6.0037246
  2.9574263  -2.3035836   1.7521126   2.5535662   0.016835    6.8441267
 -2.5187006  -3.590925    0.45235974  3.8057675   1.968511    5.897798
  3.458846    4.1655436 ]",1
